Time,Extension,Load
(s),(mm),(N)
"0.00000","-26.43885","-0.03319"
"0.10000","-26.43642","0.04679"
"0.20000","-26.43213","0.38029"
"0.30000","-26.40367","2.44323"
"0.40000","-26.38734","2.71879"
"0.50000","-26.37138","3.21646"
"0.60000","-26.35355","3.34693"
"0.70000","-26.33692","3.58431"
"0.80000","-26.32064","3.69491"
"0.90000","-26.30426","3.88917"
"1.00000","-26.28683","4.11729"
"1.10000","-26.27056","4.47916"
"1.20000","-26.25394","4.61696"
"1.30000","-26.23754","4.80167"
"1.40000","-26.22027","4.97978"
"1.50000","-26.20351","5.13642"
"1.60000","-26.18778","5.29207"
"1.70000","-26.17024","5.46542"
"1.80000","-26.15368","5.63309"
"1.90000","-26.13681","5.75434"
"2.00000","-26.12128","5.93620"
"2.10000","-26.10376","6.08969"
"2.20000","-26.08692","6.25292"
"2.30000","-26.07089","6.42394"
"2.40000","-26.05426","6.63212"
"2.50000","-26.03711","6.80374"
"2.60000","-26.02023","7.04885"
"2.70000","-26.00422","7.27043"
"2.80000","-25.98717","7.55814"
"2.90000","-25.97020","7.73732"
"3.00000","-25.95353","7.85428"
"3.10000","-25.93758","8.03654"
"3.20000","-25.92003","8.21669"
"3.30000","-25.90371","8.41923"
"3.40000","-25.88700","8.54342"
"3.50000","-25.87126","8.76951"
"3.60000","-25.85347","8.90032"
"3.70000","-25.83714","9.14382"
"3.80000","-25.82077","9.30508"
"3.90000","-25.80406","9.62677"
"4.00000","-25.78732","9.83826"
"4.10000","-25.77039","10.07717"
"4.20000","-25.75430","10.23321"
"4.30000","-25.73695","10.45405"
"4.40000","-25.72050","10.64983"
"4.50000","-25.70374","10.84005"
"4.60000","-25.68754","11.06996"
"4.70000","-25.67018","11.26342"
"4.80000","-25.65364","11.68553"
"4.90000","-25.63719","11.91534"
"5.00000","-25.62113","12.16156"
"5.10000","-25.60353","12.42275"
"5.20000","-25.58716","12.74912"
"5.30000","-25.57070","13.04478"
"5.40000","-25.55386","13.40461"
"5.50000","-25.53708","13.68748"
"5.60000","-25.52007","13.98226"
"5.70000","-25.50452","14.17791"
"5.80000","-25.48654","14.41999"
"5.90000","-25.47046","14.65172"
"6.00000","-25.45378","14.79456"
"6.10000","-25.43789","15.06359"
"6.20000","-25.42031","15.21882"
"6.30000","-25.40362","15.53327"
"6.40000","-25.38775","15.74795"
"6.50000","-25.37066","16.00323"
"6.60000","-25.35378","16.23921"
"6.70000","-25.33685","16.44356"
"6.80000","-25.32084","16.73321"
"6.90000","-25.30356","17.00425"
"7.00000","-25.28694","17.25128"
"7.10000","-25.27041","17.44692"
"7.20000","-25.25447","17.67892"
"7.30000","-25.23663","18.00677"
"7.40000","-25.22053","18.24668"
"7.50000","-25.20394","18.49475"
"7.60000","-25.18765","18.72609"
"7.70000","-25.17045","19.03124"
"7.80000","-25.15341","19.30499"
"7.90000","-25.13776","19.59402"
"8.00000","-25.12052","19.90232"
"8.10000","-25.10391","20.18592"
"8.20000","-25.08684","20.46135"
"8.30000","-25.07103","20.75918"
"8.40000","-25.05353","21.06039"
"8.50000","-25.03686","21.38333"
"8.60000","-25.02052","21.62008"
"8.70000","-25.00429","21.92451"
"8.80000","-24.98685","22.37322"
"8.90000","-24.97056","22.76449"
"9.00000","-24.95406","22.96458"
"9.10000","-24.93760","23.38871"
"9.20000","-24.92019","23.65692"
"9.30000","-24.90341","24.04165"
"9.40000","-24.88774","24.34626"
"9.50000","-24.87038","24.71562"
"9.60000","-24.85369","25.06768"
"9.70000","-24.83670","25.38667"
"9.80000","-24.82123","25.71903"
"9.90000","-24.80368","26.04867"
"10.00000","-24.78692","26.42913"
"10.10000","-24.77080","26.66196"
"10.20000","-24.75440","27.07952"
"10.30000","-24.73712","27.40261"
"10.40000","-24.72024","27.81504"
"10.50000","-24.70414","28.13134"
"10.60000","-24.68737","28.64271"
"10.70000","-24.67024","29.00510"
"10.80000","-24.65339","29.39426"
"10.90000","-24.63756","29.74076"
"11.00000","-24.62010","30.19861"
"11.10000","-24.60370","30.54714"
"11.20000","-24.58679","30.96567"
"11.30000","-24.57134","31.35437"
"11.40000","-24.55344","31.80967"
"11.50000","-24.53721","32.25147"
"11.60000","-24.52077","32.72812"
"11.70000","-24.50421","33.24857"
"11.80000","-24.48714","33.71041"
"11.90000","-24.47024","34.26801"
"12.00000","-24.45439","34.67603"
"12.10000","-24.43699","35.26470"
"12.20000","-24.42054","35.61688"
"12.30000","-24.40358","36.14425"
"12.40000","-24.38753","36.62491"
"12.50000","-24.37010","37.31438"
"12.60000","-24.35365","37.85725"
"12.70000","-24.33723","38.39745"
"12.80000","-24.32108","38.93882"
"12.90000","-24.30351","39.57958"
"13.00000","-24.28722","40.13495"
"13.10000","-24.27069","40.70411"
"13.20000","-24.25401","41.36036"
"13.30000","-24.23704","41.96011"
"13.40000","-24.22021","42.58486"
"13.50000","-24.20440","43.12640"
"13.60000","-24.18657","43.94336"
"13.70000","-24.17044","44.45630"
"13.80000","-24.15368","45.10220"
"13.90000","-24.13782","45.68775"
"14.00000","-24.12037","46.45042"
"14.10000","-24.10376","47.08363"
"14.20000","-24.08756","47.70474"
"14.30000","-24.07075","48.42326"
"14.40000","-24.05375","49.08883"
"14.50000","-24.03690","49.81898"
"14.60000","-24.02094","50.43849"
"14.70000","-24.00351","51.29114"
"14.80000","-23.98705","51.93845"
"14.90000","-23.97017","52.63299"
"15.00000","-23.95442","53.31040"
"15.10000","-23.93651","54.21122"
"15.20000","-23.92052","54.83102"
"15.30000","-23.90391","55.54647"
"15.40000","-23.88780","56.28540"
"15.50000","-23.87033","57.13784"
"15.60000","-23.85349","57.91745"
"15.70000","-23.83770","58.55083"
"15.80000","-23.82062","59.45729"
"15.90000","-23.80388","60.15960"
"16.00000","-23.78687","61.03392"
"16.10000","-23.77088","61.71989"
"16.20000","-23.75352","62.66715"
"16.30000","-23.73704","63.45435"
"16.40000","-23.72040","64.22008"
"16.50000","-23.70447","64.99713"
"16.60000","-23.68673","65.95889"
"16.70000","-23.67055","66.72530"
"16.80000","-23.65383","67.54792"
"16.90000","-23.63760","68.39403"
"17.00000","-23.62022","69.29977"
"17.10000","-23.60352","70.15767"
"17.20000","-23.58768","70.92355"
"17.30000","-23.57032","71.93902"
"17.40000","-23.55385","72.73793"
"17.50000","-23.53658","73.70824"
"17.60000","-23.52122","74.38329"
"17.70000","-23.50372","75.43913"
"17.80000","-23.48682","76.34369"
"17.90000","-23.47077","77.10905"
"18.00000","-23.45433","78.02979"
"18.10000","-23.43713","78.98550"
"18.20000","-23.42038","79.85603"
"18.30000","-23.40412","80.66740"
"18.40000","-23.38740","81.62463"
"18.50000","-23.37026","82.53510"
"18.60000","-23.35348","83.41696"
"18.70000","-23.33748","84.19121"
"18.80000","-23.32016","85.24279"
"18.90000","-23.30368","86.04884"
"19.00000","-23.28677","86.96299"
"19.10000","-23.27131","87.65105"
"19.20000","-23.25351","88.76794"
"19.30000","-23.23712","89.57604"
"19.40000","-23.22066","90.41428"
"19.50000","-23.20432","91.29076"
"19.60000","-23.18728","92.21369"
"19.70000","-23.17036","93.15330"
"19.80000","-23.15425","93.93809"
"19.90000","-23.13707","94.95502"
"20.00000","-23.12063","95.79338"
"20.10000","-23.10353","96.76723"
"20.20000","-23.08757","97.54237"
"20.30000","-23.07014","98.60537"
"20.40000","-23.05374","99.44392"
"20.50000","-23.03699","100.34080"
"20.60000","-23.02109","101.16446"
"20.70000","-23.00346","102.24168"
"20.80000","-22.98716","103.08033"
"20.90000","-22.97074","103.93083"
"21.00000","-22.95417","104.86350"
"21.10000","-22.93707","105.85181"
"21.20000","-22.92010","106.78637"
"21.30000","-22.90459","107.48396"
"21.40000","-22.88668","108.68958"
"21.50000","-22.87042","109.44207"
"21.60000","-22.85373","110.33964"
"21.70000","-22.83792","111.15617"
"21.80000","-22.82012","112.30225"
"21.90000","-22.80356","113.16673"
"22.00000","-22.78760","113.96738"
"22.10000","-22.77092","114.98174"
"22.20000","-22.75375","115.94689"
"22.30000","-22.73704","116.91072"
"22.40000","-22.72081","117.73506"
"22.50000","-22.70375","118.76873"
"22.60000","-22.68703","119.68916"
"22.70000","-22.67010","120.63474"
"22.80000","-22.65447","121.40084"
"22.90000","-22.63636","122.62366"
"23.00000","-22.62061","123.32346"
"23.10000","-22.60383","124.27081"
"23.20000","-22.58793","125.08516"
"23.30000","-22.57027","126.24689"
"23.40000","-22.55344","127.24244"
"23.50000","-22.53778","127.95547"
"23.60000","-22.52070","129.09975"
"23.70000","-22.50390","130.09782"
"23.80000","-22.48701","131.16757"
"23.90000","-22.47099","132.02261"
"24.00000","-22.45362","133.27325"
"24.10000","-22.43695","134.21861"
"24.20000","-22.42027","135.21095"
"24.30000","-22.40441","136.05473"
"24.40000","-22.38654","137.32561"
"24.50000","-22.37067","138.07820"
"24.60000","-22.35381","139.06279"
"24.70000","-22.33779","139.93475"
"24.80000","-22.32022","141.07896"
"24.90000","-22.30350","142.07367"
"25.00000","-22.28781","142.84431"
"25.10000","-22.27060","143.87471"
"25.20000","-22.25380","144.85063"
"25.30000","-22.23660","145.99200"
"25.40000","-22.22120","146.75221"
"25.50000","-22.20354","148.05640"
"25.60000","-22.18696","149.03998"
"25.70000","-22.17055","149.97018"
"25.80000","-22.15444","150.88640"
"25.90000","-22.13710","152.06293"
"26.00000","-22.12033","153.09088"
"26.10000","-22.10406","153.96416"
"26.20000","-22.08749","155.00975"
"26.30000","-22.07035","156.11583"
"26.40000","-22.05354","157.10841"
"26.50000","-22.03747","157.96349"
"26.60000","-22.02025","159.08627"
"26.70000","-22.00377","160.00171"
"26.80000","-21.98669","161.04152"
"26.90000","-21.97108","161.78087"
"27.00000","-21.95341","163.00308"
"27.10000","-21.93724","163.79784"
"27.20000","-21.92058","164.71313"
"27.30000","-21.90437","165.54372"
"27.40000","-21.88721","166.54898"
"27.50000","-21.87040","167.49483"
"27.60000","-21.85427","168.28056"
"27.70000","-21.83717","169.38753"
"27.80000","-21.82063","170.31677"
"27.90000","-21.80354","171.43950"
"28.00000","-21.78763","172.28610"
"28.10000","-21.77008","173.56635"
"28.20000","-21.75367","174.45438"
"28.30000","-21.73695","175.46469"
"28.40000","-21.72103","176.28828"
"28.50000","-21.70344","177.46767"
"28.60000","-21.68732","178.29482"
"28.70000","-21.67077","179.24716"
"28.80000","-21.65413","180.20749"
"28.90000","-21.63717","181.23239"
"29.00000","-21.62019","182.28644"
"29.10000","-21.60425","183.08403"
"29.20000","-21.58670","184.33737"
"29.30000","-21.57048","185.15736"
"29.40000","-21.55363","186.21791"
"29.50000","-21.53781","187.09659"
"29.60000","-21.52022","188.42720"
"29.70000","-21.50367","189.49715"
"29.80000","-21.48742","190.45059"
"29.90000","-21.47118","191.49287"
"30.00000","-21.45354","192.80690"
"30.10000","-21.43699","193.92937"
"30.20000","-21.42102","194.92261"
"30.30000","-21.40400","196.26018"
"30.40000","-21.38692","197.48061"
"30.50000","-21.37008","198.63120"
"30.60000","-21.35440","199.56009"
"30.70000","-21.33632","201.04898"
"30.80000","-21.32064","201.85130"
"30.90000","-21.30388","202.96445"
"31.00000","-21.28782","203.87926"
"31.10000","-21.27015","205.13284"
"31.20000","-21.25349","206.11467"
"31.30000","-21.23774","206.88902"
"31.40000","-21.22111","207.95200"
"31.50000","-21.20390","209.11844"
"31.60000","-21.18715","210.21234"
"31.70000","-21.17101","211.13033"
"31.80000","-21.15351","212.47086"
"31.90000","-21.13701","213.44542"
"32.00000","-21.12013","214.51157"
"32.10000","-21.10449","215.30084"
"32.20000","-21.08647","216.66026"
"32.30000","-21.07062","217.43761"
"32.40000","-21.05374","218.52942"
"32.50000","-21.03798","219.35706"
"32.60000","-21.02010","220.74834"
"32.70000","-21.00348","221.79243"
"32.80000","-20.98770","222.61307"
"32.90000","-20.97072","223.81810"
"33.00000","-20.95379","224.92145"
"33.10000","-20.93676","226.03110"
"33.20000","-20.92124","226.73900"
"33.30000","-20.90351","228.05428"
"33.40000","-20.88684","229.00264"
"33.50000","-20.87062","229.80090"
"33.60000","-20.85451","230.62967"
"33.70000","-20.83700","231.77856"
"33.80000","-20.82041","232.68227"
"33.90000","-20.80390","233.52190"
"34.00000","-20.78767","234.34190"
"34.10000","-20.77034","235.42470"
"34.20000","-20.75342","236.40735"
"34.30000","-20.73773","237.04404"
"34.40000","-20.72032","238.16260"
"34.50000","-20.70356","238.97092"
"34.60000","-20.68675","239.77274"
"34.70000","-20.67128","240.14801"
"34.80000","-20.65326","241.25410"
"34.90000","-20.63722","241.70760"
"35.00000","-20.62052","242.36580"
"35.10000","-20.60438","242.84557"
"35.20000","-20.58718","243.53281"
"35.30000","-20.57051","244.01888"
"35.40000","-20.55423","244.34818"
"35.50000","-20.53730","244.87585"
"35.60000","-20.52062","245.27733"
"35.70000","-20.50368","245.75502"
"35.80000","-20.48746","245.98181"
"35.90000","-20.47025","246.40335"
"36.00000","-20.45373","246.54749"
"36.10000","-20.43676","246.72853"
"36.20000","-20.42107","246.57619"
"36.30000","-20.40347","246.95657"
"36.40000","-20.38709","246.99863"
