Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","428.60532"
"0.01000","-0.00001","428.27634"
"0.02000","-0.00014","428.58459"
"0.03000","-0.00066","428.42407"
"0.04000","-0.00210","428.45645"
"0.05000","-0.00521","428.41345"
"0.06000","-0.01010","428.03061"
"0.07000","-0.01555","428.10202"
"0.08000","-0.02079","427.51773"
"0.09000","-0.02599","427.73523"
"0.10000","-0.03179","427.09637"
"0.11000","-0.03867","427.23056"
"0.12000","-0.04678","426.62955"
"0.13000","-0.05597","426.56772"
"0.14000","-0.06585","426.17123"
"0.15000","-0.07607","425.87451"
"0.16000","-0.08633","425.76920"
"0.17000","-0.09644","425.27600"
"0.18000","-0.10625","425.41229"
"0.19000","-0.11574","424.81598"
"0.20000","-0.12487","425.04990"
"0.21000","-0.13364","424.46368"
"0.22000","-0.14214","424.66071"
"0.23000","-0.15050","424.23370"
"0.24000","-0.15881","424.24054"
"0.25000","-0.16712","424.06232"
"0.26000","-0.17547","423.82074"
"0.27000","-0.18383","423.86328"
"0.28000","-0.19216","423.38611"
"0.29000","-0.20046","423.61401"
"0.30000","-0.20879","423.03091"
"0.31000","-0.21716","423.29041"
"0.32000","-0.22556","422.74359"
"0.33000","-0.23397","422.87787"
"0.34000","-0.24238","422.48483"
"0.35000","-0.25073","422.41406"
"0.36000","-0.25901","422.30215"
"0.37000","-0.26729","421.99585"
"0.38000","-0.27561","422.13846"
"0.39000","-0.28399","421.66214"
"0.40000","-0.29241","421.95221"
"0.41000","-0.30088","421.41287"
"0.42000","-0.30932","421.70953"
"0.43000","-0.31767","421.26434"
"0.44000","-0.32595","421.41843"
"0.45000","-0.33425","421.19427"
"0.46000","-0.34261","421.12183"
"0.47000","-0.35099","421.14871"
"0.48000","-0.35939","420.83908"
"0.49000","-0.36778","421.09656"
"0.50000","-0.37613","420.62732"
"0.51000","-0.38440","420.98410"
"0.52000","-0.39264","420.50470"
"0.53000","-0.40091","420.78372"
"0.54000","-0.40922","420.37842"
"0.55000","-0.41756","420.47495"
"0.56000","-0.42595","420.30374"
"0.57000","-0.43433","420.15036"
"0.58000","-0.44264","420.25995"
"0.59000","-0.45090","419.90219"
"0.60000","-0.45917","420.20605"
"0.61000","-0.46744","419.73721"
"0.62000","-0.47571","420.11282"
"0.63000","-0.48401","419.66055"
"0.64000","-0.49233","419.92560"
"0.65000","-0.50061","419.62686"
"0.66000","-0.50885","419.67694"
"0.67000","-0.51710","419.61032"
"0.68000","-0.52542","419.42023"
"0.69000","-0.53379","419.58209"
"0.70000","-0.54219","419.14825"
"0.71000","-0.55060","419.44470"
"0.72000","-0.55897","418.91238"
"0.73000","-0.56725","419.21164"
"0.74000","-0.57552","418.74728"
"0.75000","-0.58384","418.94302"
"0.76000","-0.59220","418.68695"
"0.77000","-0.60057","418.67160"
"0.78000","-0.60894","418.69308"
"0.79000","-0.61733","418.43411"
"0.80000","-0.62571","418.68689"
"0.81000","-0.63405","418.27298"
"0.82000","-0.64241","418.63742"
"0.83000","-0.65082","418.14984"
"0.84000","-0.65925","418.48254"
"0.85000","-0.66769","418.13385"
"0.86000","-0.67612","418.32327"
"0.87000","-0.68450","418.20520"
"0.88000","-0.69281","418.17117"
"0.89000","-0.70110","418.30017"
"0.90000","-0.70942","418.02267"
"0.91000","-0.71777","418.35004"
"0.92000","-0.72609","417.91550"
"0.93000","-0.73442","418.28488"
"0.94000","-0.74274","417.84055"
"0.95000","-0.75102","418.14117"
"0.96000","-0.75927","417.82587"
"0.97000","-0.76752","417.94955"
"0.98000","-0.77582","417.89993"
"0.99000","-0.78415","417.76846"
"1.00000","-0.79251","417.94543"
"1.01000","-0.80087","417.62061"
"1.02000","-0.80918","417.97296"
"1.03000","-0.81742","417.53024"
"1.04000","-0.82565","417.91071"
"1.05000","-0.83392","417.49167"
"1.06000","-0.84223","417.74103"
"1.07000","-0.85054","417.48489"
"1.08000","-0.85890","417.51459"
"1.09000","-0.86725","417.46411"
"1.10000","-0.87558","417.22528"
"1.11000","-0.88387","417.41702"
"1.12000","-0.89220","416.97156"
"1.13000","-0.90061","417.28009"
"1.14000","-0.90909","416.76816"
"1.15000","-0.91759","417.07413"
"1.16000","-0.92606","416.64862"
"1.17000","-0.93443","416.82504"
"1.18000","-0.94274","416.61349"
"1.19000","-0.95104","416.56525"
"1.20000","-0.95939","416.61490"
"1.21000","-0.96776","416.33536"
"1.22000","-0.97614","416.59079"
"1.23000","-0.98452","416.14920"
"1.24000","-0.99287","416.50378"
"1.25000","-1.00114","416.02383"
"1.26000","-1.00940","416.32324"
"1.27000","-1.01769","415.96719"
"1.28000","-1.02602","416.08301"
"1.29000","-1.03437","415.94495"
"1.30000","-1.04273","415.83524"
"1.31000","-1.05107","415.95074"
"1.32000","-1.05938","415.61951"
"1.33000","-1.06764","415.92630"
"1.34000","-1.07592","415.45932"
"1.35000","-1.08423","415.79324"
"1.36000","-1.09254","415.32214"
"1.37000","-1.10086","415.57065"
"1.38000","-1.10919","415.25754"
"1.39000","-1.11749","415.31894"
"1.40000","-1.12573","415.26514"
"1.41000","-1.13398","415.08417"
"1.42000","-1.14230","415.26187"
"1.43000","-1.15064","414.88254"
"1.44000","-1.15899","415.20386"
"1.45000","-1.16735","414.71667"
"1.46000","-1.17568","415.03772"
"1.47000","-1.18399","414.60660"
"1.48000","-1.19226","414.80170"
"1.49000","-1.20056","414.51364"
"1.50000","-1.20891","414.47678"
"1.51000","-1.21726","414.42099"
"1.52000","-1.22564","414.12360"
"1.53000","-1.23403","414.29861"
"1.54000","-1.24237","413.82019"
"1.55000","-1.25065","414.11203"
"1.56000","-1.25893","413.58478"
"1.57000","-1.26728","413.85178"
"1.58000","-1.27567","413.42654"
"1.59000","-1.28410","413.55780"
"1.60000","-1.29255","413.35672"
"1.61000","-1.30097","413.25757"
"1.62000","-1.30933","413.31354"
"1.63000","-1.31762","412.99435"
"1.64000","-1.32591","413.25003"
"1.65000","-1.33423","412.79092"
"1.66000","-1.34259","413.14297"
"1.67000","-1.35097","412.69434"
"1.68000","-1.35936","412.98911"
"1.69000","-1.36769","412.68539"
"1.70000","-1.37597","412.80609"
"1.71000","-1.38426","412.71704"
"1.72000","-1.39259","412.58734"
"1.73000","-1.40095","412.73474"
"1.74000","-1.40931","412.37756"
"1.75000","-1.41768","412.68710"
"1.76000","-1.42600","412.23236"
"1.77000","-1.43425","412.58798"
"1.78000","-1.44244","412.18494"
"1.79000","-1.45062","412.46927"
"1.80000","-1.45887","412.23639"
"1.81000","-1.46720","412.28772"
"1.82000","-1.47559","412.27591"
"1.83000","-1.48398","412.08282"
"1.84000","-1.49228","412.29056"
"1.85000","-1.50054","411.90466"
"1.86000","-1.50880","412.24872"
"1.87000","-1.51713","411.78320"
"1.88000","-1.52550","412.10812"
"1.89000","-1.53390","411.69080"
"1.90000","-1.54231","411.84805"
"1.91000","-1.55067","411.59024"
"1.92000","-1.55895","411.52167"
"1.93000","-1.56720","411.51956"
"1.94000","-1.57548","411.21268"
"1.95000","-1.58382","411.42975"
"1.96000","-1.59221","410.97934"
"1.97000","-1.60067","411.28772"
"1.98000","-1.60914","410.78961"
