Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","213.67142"
"0.01000","-0.00001","213.74936"
"0.02000","-0.00015","213.60117"
"0.03000","-0.00066","213.90689"
"0.04000","-0.00200","213.54889"
"0.05000","-0.00494","213.87665"
"0.06000","-0.00960","213.39305"
"0.07000","-0.01472","213.65982"
"0.08000","-0.01955","213.26117"
"0.09000","-0.02437","213.39751"
"0.10000","-0.02985","213.21086"
"0.11000","-0.03652","213.09248"
"0.12000","-0.04457","213.08879"
"0.13000","-0.05382","212.68729"
"0.14000","-0.06388","212.82130"
"0.15000","-0.07432","212.25610"
"0.16000","-0.08482","212.48439"
"0.17000","-0.09514","211.93768"
"0.18000","-0.10513","212.11728"
"0.19000","-0.11475","211.72501"
"0.20000","-0.12397","211.75377"
"0.21000","-0.13279","211.58643"
"0.22000","-0.14133","211.38795"
"0.23000","-0.14972","211.46625"
"0.24000","-0.15808","211.06676"
"0.25000","-0.16644","211.31551"
"0.26000","-0.17484","210.82550"
"0.27000","-0.18324","211.12459"
"0.28000","-0.19157","210.67474"
"0.29000","-0.19985","210.89468"
"0.30000","-0.20814","210.60767"
"0.31000","-0.21650","210.62344"
"0.32000","-0.22490","210.57495"
"0.33000","-0.23334","210.33945"
"0.34000","-0.24178","210.48987"
"0.35000","-0.25015","210.06961"
"0.36000","-0.25844","210.37071"
"0.37000","-0.26668","209.89378"
"0.38000","-0.27495","210.19574"
"0.39000","-0.28327","209.79034"
"0.40000","-0.29165","209.95155"
"0.41000","-0.30009","209.73740"
"0.42000","-0.30851","209.71068"
"0.43000","-0.31689","209.73563"
"0.44000","-0.32522","209.45590"
"0.45000","-0.33359","209.68491"
"0.46000","-0.34201","209.24438"
"0.47000","-0.35045","209.56590"
"0.48000","-0.35888","209.11249"
"0.49000","-0.36728","209.39555"
"0.50000","-0.37561","209.04222"
"0.51000","-0.38386","209.18163"
"0.52000","-0.39206","209.04251"
"0.53000","-0.40028","208.92337"
"0.54000","-0.40856","209.00763"
"0.55000","-0.41690","208.66934"
"0.56000","-0.42529","208.92255"
"0.57000","-0.43367","208.44470"
"0.58000","-0.44199","208.76329"
"0.59000","-0.45027","208.31355"
"0.60000","-0.45854","208.56238"
"0.61000","-0.46684","208.27472"
"0.62000","-0.47512","208.34399"
"0.63000","-0.48342","208.27023"
"0.64000","-0.49174","208.10631"
"0.65000","-0.50007","208.27740"
"0.66000","-0.50834","207.92142"
"0.67000","-0.51660","208.24905"
"0.68000","-0.52491","207.81633"
"0.69000","-0.53327","208.15729"
"0.70000","-0.54164","207.76648"
"0.71000","-0.55003","208.00095"
"0.72000","-0.55839","207.77930"
"0.73000","-0.56668","207.79922"
"0.74000","-0.57495","207.81650"
"0.75000","-0.58327","207.60258"
"0.76000","-0.59163","207.81921"
"0.77000","-0.59999","207.41946"
"0.78000","-0.60835","207.75565"
"0.79000","-0.61672","207.30869"
"0.80000","-0.62505","207.63972"
"0.81000","-0.63336","207.30864"
"0.82000","-0.64170","207.49973"
"0.83000","-0.65010","207.36272"
"0.84000","-0.65854","207.32812"
"0.85000","-0.66700","207.41182"
"0.86000","-0.67546","207.14940"
"0.87000","-0.68387","207.43320"
"0.88000","-0.69220","207.03021"
"0.89000","-0.70047","207.39059"
"0.90000","-0.70875","206.98061"
"0.91000","-0.71705","207.28171"
"0.92000","-0.72536","206.98547"
"0.93000","-0.73369","207.11771"
"0.94000","-0.74203","207.03398"
"0.95000","-0.75033","206.92470"
"0.96000","-0.75860","207.07576"
"0.97000","-0.76687","206.76334"
"0.98000","-0.77519","207.07990"
"0.99000","-0.78352","206.65955"
"1.00000","-0.79186","207.02765"
"1.01000","-0.80021","206.64137"
"1.02000","-0.80848","206.91643"
"1.03000","-0.81670","206.69644"
"1.04000","-0.82492","206.78354"
"1.05000","-0.83319","206.77884"
"1.06000","-0.84150","206.62415"
"1.07000","-0.84985","206.83569"
"1.08000","-0.85824","206.47029"
"1.09000","-0.86665","206.80380"
"1.10000","-0.87503","206.37511"
"1.11000","-0.88336","206.70114"
"1.12000","-0.89169","206.32034"
"1.13000","-0.90008","206.51811"
"1.14000","-0.90851","206.31108"
"1.15000","-0.91697","206.28607"
"1.16000","-0.92542","206.32449"
"1.17000","-0.93380","206.09097"
"1.18000","-0.94210","206.34413"
"1.19000","-0.95039","205.96091"
"1.20000","-0.95871","206.34358"
"1.21000","-0.96706","205.95274"
"1.22000","-0.97540","206.30354"
"1.23000","-0.98377","206.01189"
"1.24000","-0.99213","206.18185"
"1.25000","-1.00044","206.07755"
"1.26000","-1.00873","206.02400"
"1.27000","-1.01706","206.13197"
"1.28000","-1.02543","205.83836"
"1.29000","-1.03381","206.14996"
"1.30000","-1.04219","205.75887"
"1.31000","-1.05055","206.11981"
"1.32000","-1.05885","205.71701"
"1.33000","-1.06708","206.00966"
"1.34000","-1.07532","205.73145"
"1.35000","-1.08361","205.83710"
"1.36000","-1.09191","205.79274"
"1.37000","-1.10022","205.65846"
"1.38000","-1.10854","205.84660"
"1.39000","-1.11682","205.54147"
"1.40000","-1.12506","205.88109"
"1.41000","-1.13330","205.46246"
"1.42000","-1.14162","205.82019"
"1.43000","-1.14999","205.44835"
"1.44000","-1.15836","205.69261"
"1.45000","-1.16673","205.49077"
"1.46000","-1.17508","205.54131"
"1.47000","-1.18338","205.55379"
"1.48000","-1.19165","205.35359"
"1.49000","-1.19993","205.57561"
"1.50000","-1.20825","205.19647"
"1.51000","-1.21658","205.53438"
"1.52000","-1.22491","205.11331"
"1.53000","-1.23326","205.43843"
"1.54000","-1.24160","205.08502"
"1.55000","-1.24990","205.28079"
"1.56000","-1.25822","205.11778"
"1.57000","-1.26658","205.07990"
"1.58000","-1.27500","205.16243"
