Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","682.29773"
"0.01000","-0.00001","682.40875"
"0.02000","-0.00014","682.40161"
"0.03000","-0.00069","682.22076"
"0.04000","-0.00225","682.39941"
"0.05000","-0.00556","681.82861"
"0.06000","-0.01037","682.00128"
"0.07000","-0.01551","681.25891"
"0.08000","-0.02057","681.47314"
"0.09000","-0.02589","680.85254"
"0.10000","-0.03206","680.90143"
"0.11000","-0.03940","680.41748"
"0.12000","-0.04795","680.12103"
"0.13000","-0.05744","679.86005"
"0.14000","-0.06747","679.29114"
"0.15000","-0.07769","679.32404"
"0.16000","-0.08787","678.60345"
"0.17000","-0.09783","678.79498"
"0.18000","-0.10751","678.07111"
"0.19000","-0.11687","678.23859"
"0.20000","-0.12588","677.67157"
"0.21000","-0.13456","677.71399"
"0.22000","-0.14301","677.43549"
"0.23000","-0.15136","677.22296"
"0.24000","-0.15970","677.24719"
"0.25000","-0.16806","676.79865"
"0.26000","-0.17645","677.04437"
"0.27000","-0.18483","676.45526"
"0.28000","-0.19312","676.79309"
"0.29000","-0.20137","676.22052"
"0.30000","-0.20964","676.47253"
"0.31000","-0.21798","676.05048"
"0.32000","-0.22635","676.04816"
"0.33000","-0.23476","675.85834"
"0.34000","-0.24319","675.58246"
"0.35000","-0.25155","675.66602"
"0.36000","-0.25983","675.15308"
"0.37000","-0.26809","675.43286"
"0.38000","-0.27637","674.79907"
"0.39000","-0.28473","675.09369"
"0.40000","-0.29315","674.52722"
"0.41000","-0.30162","674.69818"
"0.42000","-0.31008","674.33252"
"0.43000","-0.31847","674.28723"
"0.44000","-0.32678","674.24707"
"0.45000","-0.33510","673.94452"
"0.46000","-0.34348","674.15826"
"0.47000","-0.35188","673.65448"
"0.48000","-0.36030","673.98920"
"0.49000","-0.36871","673.38690"
"0.50000","-0.37706","673.67407"
"0.51000","-0.38532","673.12201"
"0.52000","-0.39356","673.21283"
"0.53000","-0.40182","672.87433"
"0.54000","-0.41013","672.69330"
"0.55000","-0.41847","672.64038"
"0.56000","-0.42686","672.20294"
"0.57000","-0.43522","672.38013"
"0.58000","-0.44352","671.76215"
"0.59000","-0.45178","672.05756"
"0.60000","-0.46004","671.41785"
"0.61000","-0.46832","671.63275"
"0.62000","-0.47660","671.11597"
"0.63000","-0.48490","671.13684"
"0.64000","-0.49322","670.88550"
"0.65000","-0.50151","670.65930"
"0.66000","-0.50977","670.73492"
"0.67000","-0.51803","670.27124"
"0.68000","-0.52633","670.55817"
"0.69000","-0.53467","669.98413"
"0.70000","-0.54305","670.32062"
"0.71000","-0.55147","669.75391"
"0.72000","-0.55986","669.99158"
"0.73000","-0.56818","669.62012"
"0.74000","-0.57648","669.63049"
"0.75000","-0.58482","669.53149"
