Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","284.51059"
"0.01000","-0.00001","284.36603"
"0.02000","-0.00015","284.36765"
"0.03000","-0.00070","284.47485"
"0.04000","-0.00220","284.19769"
"0.05000","-0.00538","284.46103"
"0.06000","-0.01022","283.95963"
"0.07000","-0.01542","284.28876"
"0.08000","-0.02037","283.79868"
"0.09000","-0.02536","284.10529"
"0.10000","-0.03107","283.74521"
"0.11000","-0.03798","283.81531"
"0.12000","-0.04621","283.60721"
"0.13000","-0.05556","283.37439"
"0.14000","-0.06562","283.36380"
"0.15000","-0.07599","282.84378"
"0.16000","-0.08637","283.01041"
"0.17000","-0.09657","282.37701"
"0.18000","-0.10647","282.60355"
"0.19000","-0.11600","282.03464"
"0.20000","-0.12514","282.21341"
"0.21000","-0.13389","281.82068"
"0.22000","-0.14236","281.79343"
"0.23000","-0.15071","281.64825"
"0.24000","-0.15904","281.35254"
"0.25000","-0.16739","281.46213"
"0.26000","-0.17579","280.98996"
"0.27000","-0.18418","281.27161"
"0.28000","-0.19251","280.71362"
"0.29000","-0.20080","281.01114"
"0.30000","-0.20912","280.52945"
"0.31000","-0.21750","280.69031"
"0.32000","-0.22592","280.39801"
"0.33000","-0.23437","280.31885"
"0.34000","-0.24280","280.26364"
"0.35000","-0.25116","279.93890"
"0.36000","-0.25943","280.13571"
"0.37000","-0.26768","279.62308"
"0.38000","-0.27597","279.92624"
"0.39000","-0.28431","279.38080"
"0.40000","-0.29269","279.65442"
"0.41000","-0.30112","279.22964"
"0.42000","-0.30954","279.36456"
"0.43000","-0.31792","279.16843"
"0.44000","-0.32625","279.04880"
"0.45000","-0.33460","279.10901"
"0.46000","-0.34301","278.75003"
"0.47000","-0.35141","279.01584"
"0.48000","-0.35982","278.52609"
"0.49000","-0.36820","278.88461"
"0.50000","-0.37651","278.38724"
"0.51000","-0.38475","278.65823"
"0.52000","-0.39297","278.30569"
"0.53000","-0.40122","278.36536"
"0.54000","-0.40953","278.22574"
"0.55000","-0.41788","278.02869"
"0.56000","-0.42627","278.14099"
"0.57000","-0.43465","277.71960"
"0.58000","-0.44295","278.02100"
"0.59000","-0.45121","277.50281"
"0.60000","-0.45948","277.82370"
"0.61000","-0.46778","277.35452"
"0.62000","-0.47608","277.58707"
"0.63000","-0.48439","277.28421"
"0.64000","-0.49273","277.28741"
"0.65000","-0.50104","277.24783"
"0.66000","-0.50930","277.00043"
"0.67000","-0.51755","277.19556"
"0.68000","-0.52585","276.75204"
"0.69000","-0.53418","277.09918"
"0.70000","-0.54254","276.60205"
"0.71000","-0.55093","276.95035"
"0.72000","-0.55929","276.55444"
"0.73000","-0.56758","276.75412"
"0.74000","-0.57586","276.57278"
"0.75000","-0.58419","276.55389"
"0.76000","-0.59256","276.61792"
"0.77000","-0.60093","276.33392"
"0.78000","-0.60930","276.62332"
"0.79000","-0.61768","276.17752"
"0.80000","-0.62602","276.55411"
"0.81000","-0.63433","276.09088"
"0.82000","-0.64267","276.41168"
"0.83000","-0.65107","276.06570"
"0.84000","-0.65951","276.21625"
"0.85000","-0.66796","276.11844"
"0.86000","-0.67641","276.01575"
"0.87000","-0.68481","276.16293"
"0.88000","-0.69313","275.83322"
"0.89000","-0.70143","276.17087"
"0.90000","-0.70973","275.72864"
"0.91000","-0.71803","276.12415"
"0.92000","-0.72633","275.69565"
"0.93000","-0.73465","275.99072"
"0.94000","-0.74299","275.71719"
"0.95000","-0.75129","275.79269"
"0.96000","-0.75958","275.74829"
"0.97000","-0.76786","275.58881"
"0.98000","-0.77620","275.80798"
"0.99000","-0.78454","275.43771"
"1.00000","-0.79291","275.80670"
"1.01000","-0.80125","275.34549"
"1.02000","-0.80951","275.70438"
"1.03000","-0.81772","275.30038"
"1.04000","-0.82592","275.55112"
"1.05000","-0.83417","275.33588"
"1.06000","-0.84247","275.36096"
"1.07000","-0.85081","275.41809"
"1.08000","-0.85921","275.18436"
"1.09000","-0.86762","275.46082"
"1.10000","-0.87597","275.06696"
"1.11000","-0.88429","275.47031"
"1.12000","-0.89265","275.02353"
"1.13000","-0.90107","275.37930"
"1.14000","-0.90953","275.01917"
"1.15000","-0.91800","275.19672"
"1.16000","-0.92644","275.05682"
"1.17000","-0.93479","275.01001"
"1.18000","-0.94307","275.10675"
"1.19000","-0.95135","274.80762"
"1.20000","-0.95966","275.12564"
"1.21000","-0.96799","274.68677"
"1.22000","-0.97633","275.07394"
"1.23000","-0.98470","274.64822"
"1.24000","-0.99307","274.98715"
"1.25000","-1.00139","274.70709"
"1.26000","-1.00971","274.86148"
"1.27000","-1.01806","274.81354"
"1.28000","-1.02645","274.69193"
"1.29000","-1.03482","274.87463"
"1.30000","-1.04320","274.54575"
"1.31000","-1.05155","274.90637"
"1.32000","-1.05983","274.45813"
"1.33000","-1.06806","274.84579"
"1.34000","-1.07629","274.42969"
"1.35000","-1.08455","274.69498"
"1.36000","-1.09284","274.45905"
"1.37000","-1.10115","274.52081"
"1.38000","-1.10948","274.51971"
"1.39000","-1.11776","274.33313"
"1.40000","-1.12599","274.57034"
"1.41000","-1.13423","274.18048"
"1.42000","-1.14254","274.54947"
"1.43000","-1.15090","274.09857"
"1.44000","-1.15928","274.45660"
"1.45000","-1.16766","274.07147"
"1.46000","-1.17600","274.28412"
"1.47000","-1.18429","274.08206"
"1.48000","-1.19255","274.05319"
"1.49000","-1.20084","274.11923"
"1.50000","-1.20916","273.86255"
"1.51000","-1.21750","274.14536"
"1.52000","-1.22587","273.73282"
"1.53000","-1.23425","274.12570"
"1.54000","-1.24260","273.68661"
"1.55000","-1.25090","274.02557"
"1.56000","-1.25921","273.69086"
"1.57000","-1.26758","273.83264"
"1.58000","-1.27600","273.70300"
"1.59000","-1.28443","273.60742"
"1.60000","-1.29287","273.71555"
"1.61000","-1.30127","273.38443"
"1.62000","-1.30960","273.71527"
"1.63000","-1.31789","273.28119"
"1.64000","-1.32622","273.67316"
"1.65000","-1.33459","273.25586"
"1.66000","-1.34298","273.55197"
"1.67000","-1.35138","273.26996"
"1.68000","-1.35976","273.37274"
"1.69000","-1.36806","273.35278"
"1.70000","-1.37629","273.20547"
"1.71000","-1.38452","273.41696"
"1.72000","-1.39281","273.06851"
"1.73000","-1.40114","273.41922"
"1.74000","-1.40950","272.95544"
"1.75000","-1.41789","273.32919"
"1.76000","-1.42624","272.92664"
"1.77000","-1.43450","273.15970"
"1.78000","-1.44272","272.92612"
"1.79000","-1.45094","272.93372"
"1.80000","-1.45921","272.93033"
"1.81000","-1.46753","272.68607"
"1.82000","-1.47589","272.92847"
"1.83000","-1.48425","272.51355"
"1.84000","-1.49255","272.87479"
"1.85000","-1.50083","272.42267"
"1.86000","-1.50912","272.74945"
"1.87000","-1.51747","272.38541"
"1.88000","-1.52587","272.58633"
"1.89000","-1.53429","272.42978"
"1.90000","-1.54270","272.36823"
"1.91000","-1.55105","272.44470"
"1.92000","-1.55932","272.14496"
"1.93000","-1.56756","272.42108"
"1.94000","-1.57585","271.98053"
"1.95000","-1.58420","272.35413"
"1.96000","-1.59263","271.89767"
"1.97000","-1.60110","272.19250"
"1.98000","-1.60957","271.87100"
"1.99000","-1.61797","271.98441"
"2.00000","-1.62629","271.87927"
"2.01000","-1.63463","271.74945"
"2.02000","-1.64302","271.88940"
"2.03000","-1.65141","271.53998"
"2.04000","-1.65978","271.87411"
"2.05000","-1.66815","271.42603"
"2.06000","-1.67646","271.79764"
"2.07000","-1.68470","271.40225"
"2.08000","-1.69292","271.68094"
"2.09000","-1.70118","271.42969"
"2.10000","-1.70949","271.49838"
"2.11000","-1.71783","271.48886"
"2.12000","-1.72622","271.30231"
"2.13000","-1.73461","271.52057"
"2.14000","-1.74293","271.14359"
"2.15000","-1.75120","271.47675"
"2.16000","-1.75947","271.00497"
"2.17000","-1.76775","271.33896"
"2.18000","-1.77603","270.92920"
"2.19000","-1.78432","271.12582"
"2.20000","-1.79262","270.91513"
"2.21000","-1.80089","270.89355"
"2.22000","-1.80912","270.92371"
"2.23000","-1.81737","270.66437"
"2.24000","-1.82569","270.92523"
"2.25000","-1.83406","270.50922"
"2.26000","-1.84248","270.88733"
"2.27000","-1.85092","270.46771"
"2.28000","-1.85932","270.80682"
"2.29000","-1.86766","270.48401"
"2.30000","-1.87595","270.66647"
"2.31000","-1.88427","270.55017"
"2.32000","-1.89263","270.48138"
"2.33000","-1.90100","270.60306"
"2.34000","-1.90938","270.28876"
"2.35000","-1.91778","270.58456"
"2.36000","-1.92616","270.14114"
"2.37000","-1.93450","270.50784"
"2.38000","-1.94285","270.07703"
"2.39000","-1.95124","270.36591"
"2.40000","-1.95966","270.06113"
"2.41000","-1.96808","270.13190"
"2.42000","-1.97651","270.05746"
"2.43000","-1.98488","269.91159"
"2.44000","-1.99319","270.07587"
"2.45000","-2.00148","269.71271"
"2.46000","-2.00979","270.04675"
"2.47000","-2.01813","269.58820"
"2.48000","-2.02647","269.94669"
"2.49000","-2.03482","269.55551"
"2.50000","-2.04317","269.79898"
"2.51000","-2.05147","269.56277"
"2.52000","-2.05970","269.59607"
"2.53000","-2.06794","269.60129"
"2.54000","-2.07622","269.37869"
"2.55000","-2.08454","269.59662"
"2.56000","-2.09287","269.19467"
"2.57000","-2.10120","269.54739"
"2.58000","-2.10947","269.10489"
"2.59000","-2.11768","269.44476"
"2.60000","-2.12589","269.08289"
"2.61000","-2.13417","269.28418"
"2.62000","-2.14249","269.12109"
"2.63000","-2.15085","269.08026"
"2.64000","-2.15925","269.14340"
"2.65000","-2.16767","268.87292"
"2.66000","-2.17601","269.16129"
"2.67000","-2.18429","268.74960"
"2.68000","-2.19257","269.13300"
"2.69000","-2.20092","268.72165"
"2.70000","-2.20932","269.03607"
"2.71000","-2.21776","268.72598"
"2.72000","-2.22618","268.86548"
"2.73000","-2.23452","268.75400"
"2.74000","-2.24280","268.62585"
"2.75000","-2.25109","268.75555"
"2.76000","-2.25944","268.42841"
"2.77000","-2.26784","268.72778"
"2.78000","-2.27625","268.27682"
"2.79000","-2.28468","268.62607"
"2.80000","-2.29308","268.19806"
"2.81000","-2.30142","268.46832"
"2.82000","-2.30970","268.20056"
"2.83000","-2.31800","268.25793"
