time, pres-kr, pres-hr, pres-hl, pres-kl, cont-kr, cont-hr, cont-hl, cont-kl, elong-kr, elong-hr, elong-hl, elong-kl, force-kr, force-hr, force-hl, force-kl, tau-kr, tau-hr, tau-hl, tau-kl, theta-kr, theta-hr, theta-hl, theta-kl thetad-kr, thetad-hr, thetad-hl, thetad-kl thetadd-kr, thetadd-hr, thetadd-hl, thetadd-kl
0.0275,7.6124,7.6124,7.6124,7.6124,0,0,0,0,0.020457,0.010229,0.010229,0.020457,1.0229,0.51143,0.51143,1.0229,-0.020457,0.010229,0.010229,-0.020457,1.5814,0.7801,0.7801,1.5814,0.75462,-0.37731,-0.37731,0.75462,26.997,-13.498,-13.498,26.997
0.028,7.6805,7.6805,7.6805,7.6805,0,0,0,0,0.021212,0.010606,0.010606,0.021212,1.0606,0.53029,0.53029,1.0606,-0.021212,0.010606,0.010606,-0.021212,1.5818,0.7799,0.7799,1.5818,0.76812,-0.38406,-0.38406,0.76812,26.973,-13.487,-13.487,26.973
0.0285,7.7487,7.7487,7.7487,7.7487,0,0,0,0,0.02198,0.01099,0.01099,0.02198,1.099,0.54949,0.54949,1.099,-0.02198,0.01099,0.01099,-0.02198,1.5822,0.77971,0.77971,1.5822,0.78161,-0.3908,-0.3908,0.78161,26.949,-13.475,-13.475,26.949
0.029,7.8168,7.8168,7.8168,7.8168,0,0,0,0,0.022761,0.011381,0.011381,0.022761,1.1381,0.56903,0.56903,1.1381,-0.022761,0.011381,0.011381,-0.022761,1.5826,0.77951,0.77951,1.5826,0.79508,-0.39754,-0.39754,0.79508,26.925,-13.462,-13.462,26.925
0.0295,7.885,7.885,7.885,7.885,0,0,0,0,0.023556,0.011778,0.011778,0.023556,1.1778,0.58891,0.58891,1.1778,-0.023556,0.011778,0.011778,-0.023556,1.583,0.77931,0.77931,1.583,0.80855,-0.40427,-0.40427,0.80855,26.9,-13.45,-13.45,26.9
0.03,7.9531,7.9531,7.9531,7.9531,0,0,0,0,0.024365,0.012183,0.012183,0.024365,1.2183,0.60913,0.60913,1.2183,-0.024365,0.012183,0.012183,-0.024365,1.5834,0.7791,0.7791,1.5834,0.822,-0.411,-0.411,0.822,26.874,-13.437,-13.437,26.874
0.0305,8.0212,8.0212,8.0212,8.0212,0,0,0,0,0.025187,0.012594,0.012594,0.025187,1.2594,0.62968,0.62968,1.2594,-0.025187,0.012594,0.012594,-0.025187,1.5838,0.77889,0.77889,1.5838,0.83543,-0.41772,-0.41772,0.83543,26.849,-13.424,-13.424,26.849
0.031,8.0894,8.0894,8.0894,8.0894,0,0,0,0,0.026022,0.013011,0.013011,0.026022,1.3011,0.65056,0.65056,1.3011,-0.026022,0.013011,0.013011,-0.026022,1.5842,0.77868,0.77868,1.5842,0.84886,-0.42443,-0.42443,0.84886,26.82,-13.41,-13.41,26.82
0.0315,8.1575,8.1575,8.1575,8.1575,0,0.00036973,0.00036973,0,0.026871,0.013805,0.013805,0.026871,1.3436,0.69027,0.69027,1.3436,-0.026871,0.013805,0.013805,-0.026871,1.5847,0.77846,0.77846,1.5847,0.86227,-0.43113,-0.43113,0.86227,26.778,-13.389,-13.389,26.778
0.032,8.2256,8.2256,8.2256,8.2256,0,0.0028294,0.0028294,0,0.027734,0.016696,0.016696,0.027734,1.3867,0.83481,0.83481,1.3867,-0.027734,0.016696,0.016696,-0.027734,1.5851,0.77825,0.77825,1.5851,0.87566,-0.43783,-0.43783,0.87566,26.736,-13.368,-13.368,26.736
0.0325,8.2938,8.2938,8.2938,8.2938,0,0.0052795,0.0052795,0,0.028609,0.019584,0.019584,0.028609,1.4305,0.97921,0.97921,1.4305,-0.028609,0.019584,0.019584,-0.028609,1.5855,0.77802,0.77802,1.5855,0.88902,-0.44451,-0.44451,0.88902,26.693,-13.346,-13.346,26.693
0.033,8.3619,8.3619,8.3619,8.3619,0,0.0077203,0.0077203,0,0.029498,0.022469,0.022469,0.029498,1.4749,1.1235,1.1235,1.4749,-0.029498,0.022469,0.022469,-0.029498,1.586,0.7778,0.7778,1.586,0.90237,-0.45119,-0.45119,0.90237,26.65,-13.325,-13.325,26.65
