Temperature (C)	Pressure (MPa)	Density (g/ml)	Volume (ml/g)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
23.000	1.0500	0.011970	83.545	217.33	305.05	6.1277	0.74552	1.0572	352.39	2.1086	1.7873e-05	0.025934	vapor
23.000	1.1000	0.012541	79.741	217.22	304.94	6.1135	0.74565	1.0580	352.47	2.1048	1.7881e-05	0.025953	vapor
23.000	1.1500	0.013112	76.268	217.12	304.83	6.1000	0.74577	1.0589	352.56	2.1010	1.7890e-05	0.025973	vapor
23.000	1.2000	0.013683	73.084	217.02	304.72	6.0870	0.74590	1.0597	352.65	2.0972	1.7898e-05	0.025993	vapor
23.000	1.2500	0.014254	70.155	216.91	304.60	6.0745	0.74602	1.0606	352.73	2.0933	1.7906e-05	0.026013	vapor
23.000	1.3000	0.014825	67.451	216.81	304.49	6.0625	0.74615	1.0614	352.82	2.0895	1.7915e-05	0.026033	vapor
23.000	1.3500	0.015397	64.948	216.70	304.38	6.0510	0.74627	1.0622	352.91	2.0857	1.7923e-05	0.026054	vapor
23.000	1.4000	0.015968	62.624	216.60	304.27	6.0398	0.74640	1.0631	353.00	2.0819	1.7932e-05	0.026074	vapor
23.000	1.4500	0.016540	60.460	216.49	304.16	6.0291	0.74652	1.0639	353.09	2.0781	1.7940e-05	0.026095	vapor
23.000	1.5000	0.017111	58.440	216.39	304.05	6.0187	0.74665	1.0647	353.18	2.0742	1.7949e-05	0.026116	vapor
23.000	1.5500	0.017683	56.551	216.29	303.94	6.0086	0.74677	1.0656	353.27	2.0704	1.7957e-05	0.026137	vapor
23.000	1.6000	0.018255	54.780	216.18	303.83	5.9988	0.74690	1.0664	353.36	2.0666	1.7966e-05	0.026158	vapor
23.000	1.6500	0.018827	53.116	216.08	303.72	5.9893	0.74702	1.0673	353.45	2.0627	1.7974e-05	0.026179	vapor
23.000	1.7000	0.019398	51.550	215.97	303.61	5.9801	0.74714	1.0681	353.54	2.0589	1.7983e-05	0.026201	vapor
23.000	1.7500	0.019970	50.074	215.87	303.50	5.9712	0.74727	1.0689	353.64	2.0550	1.7992e-05	0.026223	vapor
23.000	1.8000	0.020542	48.680	215.77	303.39	5.9625	0.74739	1.0698	353.73	2.0512	1.8000e-05	0.026244	vapor
23.000	1.8500	0.021114	47.361	215.66	303.28	5.9540	0.74751	1.0706	353.82	2.0473	1.8009e-05	0.026266	vapor
23.000	1.9000	0.021686	46.112	215.56	303.17	5.9457	0.74764	1.0715	353.92	2.0435	1.8018e-05	0.026289	vapor
23.000	1.9500	0.022258	44.927	215.46	303.06	5.9377	0.74776	1.0723	354.01	2.0396	1.8026e-05	0.026311	vapor
23.000	2.0000	0.022831	43.801	215.35	302.95	5.9298	0.74788	1.0731	354.11	2.0358	1.8035e-05	0.026333	vapor
23.000	2.0500	0.023403	42.730	215.25	302.84	5.9222	0.74801	1.0740	354.21	2.0319	1.8044e-05	0.026356	vapor
23.000	2.1000	0.023975	41.710	215.14	302.73	5.9147	0.74813	1.0748	354.30	2.0281	1.8053e-05	0.026379	vapor
23.000	2.1500	0.024547	40.738	215.04	302.63	5.9073	0.74825	1.0757	354.40	2.0242	1.8062e-05	0.026402	vapor
23.000	2.2000	0.025120	39.810	214.94	302.52	5.9002	0.74837	1.0765	354.50	2.0203	1.8071e-05	0.026425	vapor
23.000	2.2500	0.025692	38.923	214.83	302.41	5.8932	0.74850	1.0773	354.60	2.0165	1.8079e-05	0.026448	vapor
23.000	2.3000	0.026264	38.075	214.73	302.30	5.8863	0.74862	1.0782	354.70	2.0126	1.8088e-05	0.026471	vapor
23.000	2.3500	0.026837	37.262	214.62	302.19	5.8796	0.74874	1.0790	354.80	2.0087	1.8097e-05	0.026495	vapor
23.000	2.4000	0.027409	36.484	214.52	302.08	5.8730	0.74886	1.0798	354.90	2.0049	1.8106e-05	0.026518	vapor
23.000	2.4500	0.027982	35.738	214.42	301.97	5.8665	0.74898	1.0807	355.00	2.0010	1.8115e-05	0.026542	vapor
23.000	2.5000	0.028554	35.021	214.31	301.87	5.8602	0.74910	1.0815	355.10	1.9971	1.8124e-05	0.026566	vapor
23.000	2.5500	0.029126	34.333	214.21	301.76	5.8540	0.74923	1.0824	355.20	1.9932	1.8133e-05	0.026590	vapor
23.000	2.6000	0.029699	33.671	214.11	301.65	5.8479	0.74935	1.0832	355.31	1.9893	1.8142e-05	0.026614	vapor
23.000	2.6500	0.030272	33.034	214.00	301.54	5.8419	0.74947	1.0840	355.41	1.9855	1.8151e-05	0.026638	vapor
23.000	2.7000	0.030844	32.421	213.90	301.44	5.8360	0.74959	1.0849	355.51	1.9816	1.8161e-05	0.026662	vapor
23.000	2.7500	0.031417	31.830	213.79	301.33	5.8302	0.74971	1.0857	355.62	1.9777	1.8170e-05	0.026687	vapor
23.000	2.8000	0.031989	31.261	213.69	301.22	5.8245	0.74983	1.0865	355.72	1.9738	1.8179e-05	0.026711	vapor
23.000	2.8500	0.032562	30.711	213.59	301.11	5.8189	0.74995	1.0874	355.83	1.9699	1.8188e-05	0.026736	vapor
23.000	2.9000	0.033134	30.180	213.48	301.01	5.8134	0.75007	1.0882	355.94	1.9660	1.8197e-05	0.026761	vapor
23.000	2.9500	0.033707	29.667	213.38	300.90	5.8080	0.75019	1.0891	356.04	1.9621	1.8206e-05	0.026786	vapor
23.000	3.0000	0.034280	29.172	213.28	300.79	5.8027	0.75031	1.0899	356.15	1.9582	1.8216e-05	0.026811	vapor
23.000	3.0500	0.034852	28.693	213.17	300.69	5.7974	0.75043	1.0907	356.26	1.9543	1.8225e-05	0.026836	vapor
23.000	3.1000	0.035425	28.229	213.07	300.58	5.7923	0.75055	1.0916	356.37	1.9504	1.8234e-05	0.026861	vapor
23.000	3.1500	0.035997	27.780	212.97	300.47	5.7872	0.75067	1.0924	356.48	1.9465	1.8244e-05	0.026887	vapor
23.000	3.2000	0.036570	27.345	212.86	300.37	5.7822	0.75079	1.0932	356.59	1.9426	1.8253e-05	0.026912	vapor
23.000	3.2500	0.037142	26.923	212.76	300.26	5.7772	0.75091	1.0941	356.70	1.9387	1.8262e-05	0.026938	vapor
23.000	3.3000	0.037715	26.515	212.66	300.16	5.7723	0.75102	1.0949	356.81	1.9348	1.8272e-05	0.026964	vapor
23.000	3.3500	0.038288	26.118	212.55	300.05	5.7675	0.75114	1.0957	356.92	1.9309	1.8281e-05	0.026989	vapor
23.000	3.4000	0.038860	25.733	212.45	299.94	5.7628	0.75126	1.0966	357.03	1.9269	1.8291e-05	0.027015	vapor
23.000	3.4500	0.039433	25.360	212.35	299.84	5.7581	0.75138	1.0974	357.15	1.9230	1.8300e-05	0.027041	supercritical
23.000	3.5000	0.040005	24.997	212.24	299.73	5.7535	0.75150	1.0982	357.26	1.9191	1.8310e-05	0.027068	supercritical
23.000	3.5500	0.040578	24.644	212.14	299.63	5.7490	0.75162	1.0991	357.38	1.9152	1.8319e-05	0.027094	supercritical
23.000	3.6000	0.041150	24.301	212.04	299.52	5.7445	0.75173	1.0999	357.49	1.9113	1.8329e-05	0.027120	supercritical
23.000	3.6500	0.041722	23.968	211.93	299.42	5.7401	0.75185	1.1007	357.61	1.9073	1.8339e-05	0.027147	supercritical
23.000	3.7000	0.042295	23.644	211.83	299.31	5.7357	0.75197	1.1016	357.72	1.9034	1.8348e-05	0.027173	supercritical
23.000	3.7500	0.042867	23.328	211.73	299.21	5.7314	0.75209	1.1024	357.84	1.8995	1.8358e-05	0.027200	supercritical
23.000	3.8000	0.043440	23.021	211.62	299.10	5.7271	0.75220	1.1032	357.96	1.8956	1.8368e-05	0.027227	supercritical
23.000	3.8500	0.044012	22.721	211.52	299.00	5.7229	0.75232	1.1041	358.08	1.8916	1.8377e-05	0.027253	supercritical
23.000	3.9000	0.044584	22.430	211.42	298.89	5.7187	0.75244	1.1049	358.19	1.8877	1.8387e-05	0.027280	supercritical
23.000	3.9500	0.045156	22.145	211.32	298.79	5.7146	0.75255	1.1057	358.31	1.8838	1.8397e-05	0.027307	supercritical
23.000	4.0000	0.045729	21.868	211.21	298.69	5.7106	0.75267	1.1066	358.43	1.8799	1.8407e-05	0.027334	supercritical
23.000	4.0500	0.046301	21.598	211.11	298.58	5.7065	0.75279	1.1074	358.55	1.8759	1.8416e-05	0.027362	supercritical
23.000	4.1000	0.046873	21.334	211.01	298.48	5.7026	0.75290	1.1082	358.67	1.8720	1.8426e-05	0.027389	supercritical
23.000	4.1500	0.047445	21.077	210.90	298.37	5.6986	0.75302	1.1090	358.80	1.8681	1.8436e-05	0.027416	supercritical
23.000	4.2000	0.048017	20.826	210.80	298.27	5.6947	0.75314	1.1099	358.92	1.8641	1.8446e-05	0.027444	supercritical
23.000	4.2500	0.048589	20.581	210.70	298.17	5.6909	0.75325	1.1107	359.04	1.8602	1.8456e-05	0.027471	supercritical
23.000	4.3000	0.049161	20.341	210.60	298.06	5.6871	0.75337	1.1115	359.16	1.8562	1.8466e-05	0.027499	supercritical
23.000	4.3500	0.049733	20.108	210.49	297.96	5.6833	0.75348	1.1124	359.29	1.8523	1.8476e-05	0.027526	supercritical
23.000	4.4000	0.050304	19.879	210.39	297.86	5.6796	0.75360	1.1132	359.41	1.8484	1.8486e-05	0.027554	supercritical
23.000	4.4500	0.050876	19.656	210.29	297.76	5.6759	0.75371	1.1140	359.54	1.8444	1.8496e-05	0.027582	supercritical
23.000	4.5000	0.051448	19.437	210.19	297.65	5.6723	0.75383	1.1148	359.66	1.8405	1.8506e-05	0.027610	supercritical
23.000	4.5500	0.052019	19.224	210.08	297.55	5.6687	0.75394	1.1157	359.79	1.8365	1.8516e-05	0.027638	supercritical
23.000	4.6000	0.052591	19.015	209.98	297.45	5.6651	0.75406	1.1165	359.92	1.8326	1.8526e-05	0.027666	supercritical
23.000	4.6500	0.053162	18.810	209.88	297.35	5.6616	0.75417	1.1173	360.04	1.8286	1.8536e-05	0.027694	supercritical
23.000	4.7000	0.053734	18.610	209.77	297.24	5.6581	0.75429	1.1181	360.17	1.8247	1.8547e-05	0.027722	supercritical
23.000	4.7500	0.054305	18.415	209.67	297.14	5.6546	0.75440	1.1189	360.30	1.8208	1.8557e-05	0.027751	supercritical
23.000	4.8000	0.054876	18.223	209.57	297.04	5.6511	0.75451	1.1198	360.43	1.8168	1.8567e-05	0.027779	supercritical
23.000	4.8500	0.055447	18.035	209.47	296.94	5.6477	0.75463	1.1206	360.56	1.8129	1.8577e-05	0.027808	supercritical
23.000	4.9000	0.056018	17.851	209.37	296.84	5.6444	0.75474	1.1214	360.69	1.8089	1.8587e-05	0.027836	supercritical
23.000	4.9500	0.056589	17.671	209.26	296.74	5.6410	0.75486	1.1222	360.82	1.8050	1.8598e-05	0.027865	supercritical
23.000	5.0000	0.057160	17.495	209.16	296.63	5.6377	0.75497	1.1231	360.95	1.8010	1.8608e-05	0.027893	supercritical
23.000	5.0500	0.057731	17.322	209.06	296.53	5.6344	0.75508	1.1239	361.09	1.7971	1.8619e-05	0.027922	supercritical
23.000	5.1000	0.058302	17.152	208.96	296.43	5.6312	0.75519	1.1247	361.22	1.7931	1.8629e-05	0.027951	supercritical
23.000	5.1500	0.058873	16.986	208.85	296.33	5.6280	0.75531	1.1255	361.35	1.7891	1.8639e-05	0.027980	supercritical
23.000	5.2000	0.059443	16.823	208.75	296.23	5.6248	0.75542	1.1263	361.49	1.7852	1.8650e-05	0.028009	supercritical
23.000	5.2500	0.060014	16.663	208.65	296.13	5.6216	0.75553	1.1271	361.62	1.7812	1.8660e-05	0.028037	supercritical
23.000	5.3000	0.060584	16.506	208.55	296.03	5.6185	0.75565	1.1280	361.76	1.7773	1.8671e-05	0.028067	supercritical
23.000	5.3500	0.061154	16.352	208.45	295.93	5.6154	0.75576	1.1288	361.89	1.7733	1.8681e-05	0.028096	supercritical
23.000	5.4000	0.061724	16.201	208.34	295.83	5.6123	0.75587	1.1296	362.03	1.7694	1.8692e-05	0.028125	supercritical
23.000	5.4500	0.062294	16.053	208.24	295.73	5.6092	0.75598	1.1304	362.17	1.7654	1.8702e-05	0.028154	supercritical
23.000	5.5000	0.062864	15.907	208.14	295.63	5.6062	0.75609	1.1312	362.30	1.7615	1.8713e-05	0.028183	supercritical
23.000	5.5500	0.063434	15.764	208.04	295.53	5.6032	0.75620	1.1320	362.44	1.7575	1.8724e-05	0.028213	supercritical
23.000	5.6000	0.064004	15.624	207.94	295.43	5.6002	0.75632	1.1328	362.58	1.7536	1.8734e-05	0.028242	supercritical
23.000	5.6500	0.064574	15.486	207.83	295.33	5.5972	0.75643	1.1337	362.72	1.7496	1.8745e-05	0.028271	supercritical
23.000	5.7000	0.065143	15.351	207.73	295.23	5.5943	0.75654	1.1345	362.86	1.7457	1.8756e-05	0.028301	supercritical
23.000	5.7500	0.065712	15.218	207.63	295.13	5.5914	0.75665	1.1353	363.00	1.7417	1.8767e-05	0.028330	supercritical
23.000	5.8000	0.066282	15.087	207.53	295.04	5.5885	0.75676	1.1361	363.14	1.7377	1.8777e-05	0.028360	supercritical
23.000	5.8500	0.066851	14.959	207.43	294.94	5.5856	0.75687	1.1369	363.28	1.7338	1.8788e-05	0.028390	supercritical
23.000	5.9000	0.067420	14.832	207.33	294.84	5.5828	0.75698	1.1377	363.43	1.7298	1.8799e-05	0.028419	supercritical
23.000	5.9500	0.067989	14.708	207.23	294.74	5.5799	0.75709	1.1385	363.57	1.7259	1.8810e-05	0.028449	supercritical
23.000	6.0000	0.068558	14.586	207.12	294.64	5.5771	0.75720	1.1393	363.71	1.7219	1.8821e-05	0.028479	supercritical
23.000	6.0500	0.069126	14.466	207.02	294.54	5.5743	0.75731	1.1401	363.86	1.7180	1.8832e-05	0.028509	supercritical
23.000	6.1000	0.069695	14.348	206.92	294.45	5.5716	0.75742	1.1409	364.00	1.7140	1.8843e-05	0.028539	supercritical
23.000	6.1500	0.070263	14.232	206.82	294.35	5.5688	0.75753	1.1417	364.15	1.7101	1.8854e-05	0.028569	supercritical
23.000	6.2000	0.070831	14.118	206.72	294.25	5.5661	0.75764	1.1425	364.29	1.7061	1.8865e-05	0.028599	supercritical
23.000	6.2500	0.071399	14.006	206.62	294.15	5.5634	0.75775	1.1433	364.44	1.7022	1.8876e-05	0.028629	supercritical
23.000	6.3000	0.071967	13.895	206.52	294.06	5.5607	0.75786	1.1441	364.59	1.6982	1.8887e-05	0.028659	supercritical
23.000	6.3500	0.072535	13.786	206.41	293.96	5.5581	0.75797	1.1449	364.74	1.6942	1.8898e-05	0.028689	supercritical
23.000	6.4000	0.073103	13.679	206.31	293.86	5.5554	0.75807	1.1457	364.88	1.6903	1.8909e-05	0.028719	supercritical
23.000	6.4500	0.073670	13.574	206.21	293.76	5.5528	0.75818	1.1465	365.03	1.6863	1.8920e-05	0.028749	supercritical
23.000	6.5000	0.074238	13.470	206.11	293.67	5.5502	0.75829	1.1473	365.18	1.6824	1.8931e-05	0.028779	supercritical
23.000	6.5500	0.074805	13.368	206.01	293.57	5.5476	0.75840	1.1481	365.33	1.6784	1.8942e-05	0.028810	supercritical
23.000	6.6000	0.075372	13.268	205.91	293.48	5.5450	0.75851	1.1489	365.48	1.6745	1.8954e-05	0.028840	supercritical
23.000	6.6500	0.075939	13.169	205.81	293.38	5.5425	0.75862	1.1497	365.63	1.6705	1.8965e-05	0.028870	supercritical
23.000	6.7000	0.076505	13.071	205.71	293.28	5.5399	0.75872	1.1505	365.79	1.6666	1.8976e-05	0.028901	supercritical
23.000	6.7500	0.077072	12.975	205.61	293.19	5.5374	0.75883	1.1513	365.94	1.6626	1.8987e-05	0.028931	supercritical
23.000	6.8000	0.077638	12.880	205.51	293.09	5.5349	0.75894	1.1521	366.09	1.6587	1.8999e-05	0.028962	supercritical
23.000	6.8500	0.078205	12.787	205.41	293.00	5.5324	0.75905	1.1529	366.25	1.6548	1.9010e-05	0.028992	supercritical
23.000	6.9000	0.078771	12.695	205.31	292.90	5.5299	0.75915	1.1537	366.40	1.6508	1.9022e-05	0.029023	supercritical
23.000	6.9500	0.079337	12.605	205.20	292.81	5.5275	0.75926	1.1545	366.55	1.6469	1.9033e-05	0.029054	supercritical
23.000	7.0000	0.079902	12.515	205.10	292.71	5.5250	0.75937	1.1552	366.71	1.6429	1.9044e-05	0.029084	supercritical
23.000	7.0500	0.080468	12.427	205.00	292.62	5.5226	0.75947	1.1560	366.87	1.6390	1.9056e-05	0.029115	supercritical
23.000	7.1000	0.081033	12.341	204.90	292.52	5.5202	0.75958	1.1568	367.02	1.6350	1.9067e-05	0.029146	supercritical
23.000	7.1500	0.081599	12.255	204.80	292.43	5.5178	0.75969	1.1576	367.18	1.6311	1.9079e-05	0.029176	supercritical
23.000	7.2000	0.082164	12.171	204.70	292.33	5.5154	0.75979	1.1584	367.34	1.6272	1.9091e-05	0.029207	supercritical
23.000	7.2500	0.082728	12.088	204.60	292.24	5.5131	0.75990	1.1592	367.50	1.6232	1.9102e-05	0.029238	supercritical
23.000	7.3000	0.083293	12.006	204.50	292.14	5.5107	0.76000	1.1599	367.65	1.6193	1.9114e-05	0.029269	supercritical
23.000	7.3500	0.083858	11.925	204.40	292.05	5.5084	0.76011	1.1607	367.81	1.6153	1.9125e-05	0.029300	supercritical
23.000	7.4000	0.084422	11.845	204.30	291.96	5.5061	0.76021	1.1615	367.97	1.6114	1.9137e-05	0.029331	supercritical
23.000	7.4500	0.084986	11.767	204.20	291.86	5.5037	0.76032	1.1623	368.13	1.6075	1.9149e-05	0.029362	supercritical
23.000	7.5000	0.085550	11.689	204.10	291.77	5.5014	0.76042	1.1631	368.30	1.6035	1.9161e-05	0.029393	supercritical
23.000	7.5500	0.086114	11.613	204.00	291.68	5.4992	0.76053	1.1638	368.46	1.5996	1.9172e-05	0.029424	supercritical
23.000	7.6000	0.086677	11.537	203.90	291.58	5.4969	0.76063	1.1646	368.62	1.5957	1.9184e-05	0.029455	supercritical
23.000	7.6500	0.087240	11.463	203.80	291.49	5.4946	0.76074	1.1654	368.78	1.5917	1.9196e-05	0.029486	supercritical
23.000	7.7000	0.087803	11.389	203.70	291.40	5.4924	0.76084	1.1662	368.95	1.5878	1.9208e-05	0.029517	supercritical
23.000	7.7500	0.088366	11.317	203.60	291.31	5.4902	0.76095	1.1669	369.11	1.5839	1.9220e-05	0.029548	supercritical
23.000	7.8000	0.088929	11.245	203.50	291.21	5.4880	0.76105	1.1677	369.28	1.5800	1.9232e-05	0.029579	supercritical
23.000	7.8500	0.089491	11.174	203.40	291.12	5.4858	0.76116	1.1685	369.44	1.5760	1.9244e-05	0.029610	supercritical
23.000	7.9000	0.090054	11.104	203.30	291.03	5.4836	0.76126	1.1692	369.61	1.5721	1.9255e-05	0.029642	supercritical
23.000	7.9500	0.090616	11.036	203.21	290.94	5.4814	0.76136	1.1700	369.77	1.5682	1.9267e-05	0.029673	supercritical
23.000	8.0000	0.091178	10.968	203.11	290.85	5.4792	0.76147	1.1708	369.94	1.5643	1.9279e-05	0.029704	supercritical
23.000	8.0500	0.091739	10.900	203.01	290.75	5.4771	0.76157	1.1715	370.11	1.5604	1.9292e-05	0.029735	supercritical
23.000	8.1000	0.092301	10.834	202.91	290.66	5.4749	0.76167	1.1723	370.28	1.5565	1.9304e-05	0.029767	supercritical
23.000	8.1500	0.092862	10.769	202.81	290.57	5.4728	0.76178	1.1731	370.44	1.5525	1.9316e-05	0.029798	supercritical
23.000	8.2000	0.093423	10.704	202.71	290.48	5.4707	0.76188	1.1738	370.61	1.5486	1.9328e-05	0.029829	supercritical
23.000	8.2500	0.093984	10.640	202.61	290.39	5.4686	0.76198	1.1746	370.78	1.5447	1.9340e-05	0.029861	supercritical
23.000	8.3000	0.094544	10.577	202.51	290.30	5.4665	0.76208	1.1754	370.95	1.5408	1.9352e-05	0.029892	supercritical
23.000	8.3500	0.095104	10.515	202.41	290.21	5.4644	0.76219	1.1761	371.12	1.5369	1.9364e-05	0.029924	supercritical
23.000	8.4000	0.095664	10.453	202.31	290.12	5.4623	0.76229	1.1769	371.30	1.5330	1.9377e-05	0.029955	supercritical
23.000	8.4500	0.096224	10.392	202.21	290.03	5.4602	0.76239	1.1776	371.47	1.5291	1.9389e-05	0.029987	supercritical
23.000	8.5000	0.096784	10.332	202.11	289.94	5.4582	0.76249	1.1784	371.64	1.5252	1.9401e-05	0.030018	supercritical
23.000	8.5500	0.097343	10.273	202.02	289.85	5.4561	0.76259	1.1791	371.81	1.5213	1.9414e-05	0.030050	supercritical
23.000	8.6000	0.097902	10.214	201.92	289.76	5.4541	0.76270	1.1799	371.99	1.5174	1.9426e-05	0.030081	supercritical
23.000	8.6500	0.098461	10.156	201.82	289.67	5.4521	0.76280	1.1806	372.16	1.5135	1.9438e-05	0.030113	supercritical
23.000	8.7000	0.099020	10.099	201.72	289.58	5.4501	0.76290	1.1814	372.34	1.5096	1.9451e-05	0.030144	supercritical
23.000	8.7500	0.099578	10.042	201.62	289.49	5.4481	0.76300	1.1821	372.51	1.5057	1.9463e-05	0.030176	supercritical
23.000	8.8000	0.10014	9.9864	201.52	289.40	5.4461	0.76310	1.1829	372.69	1.5018	1.9476e-05	0.030208	supercritical
23.000	8.8500	0.10069	9.9311	201.42	289.31	5.4441	0.76320	1.1836	372.86	1.4980	1.9488e-05	0.030239	supercritical
23.000	8.9000	0.10125	9.8764	201.33	289.23	5.4421	0.76330	1.1844	373.04	1.4941	1.9501e-05	0.030271	supercritical
23.000	8.9500	0.10181	9.8223	201.23	289.14	5.4402	0.76340	1.1851	373.22	1.4902	1.9513e-05	0.030303	supercritical
23.000	9.0000	0.10237	9.7688	201.13	289.05	5.4382	0.76350	1.1859	373.40	1.4863	1.9526e-05	0.030335	supercritical
23.000	9.0500	0.10292	9.7160	201.03	288.96	5.4363	0.76360	1.1866	373.58	1.4824	1.9538e-05	0.030366	supercritical
23.000	9.1000	0.10348	9.6637	200.93	288.87	5.4343	0.76370	1.1873	373.76	1.4786	1.9551e-05	0.030398	supercritical
23.000	9.1500	0.10404	9.6120	200.84	288.79	5.4324	0.76380	1.1881	373.94	1.4747	1.9564e-05	0.030430	supercritical
23.000	9.2000	0.10459	9.5609	200.74	288.70	5.4305	0.76390	1.1888	374.12	1.4708	1.9576e-05	0.030462	supercritical
23.000	9.2500	0.10515	9.5104	200.64	288.61	5.4286	0.76400	1.1896	374.30	1.4670	1.9589e-05	0.030493	supercritical
23.000	9.3000	0.10570	9.4604	200.54	288.52	5.4267	0.76410	1.1903	374.48	1.4631	1.9602e-05	0.030525	supercritical
23.000	9.3500	0.10626	9.4110	200.44	288.44	5.4248	0.76420	1.1910	374.66	1.4592	1.9615e-05	0.030557	supercritical
23.000	9.4000	0.10681	9.3621	200.35	288.35	5.4229	0.76430	1.1918	374.84	1.4554	1.9628e-05	0.030589	supercritical
23.000	9.4500	0.10737	9.3137	200.25	288.26	5.4211	0.76440	1.1925	375.03	1.4515	1.9640e-05	0.030621	supercritical
23.000	9.5000	0.10792	9.2659	200.15	288.18	5.4192	0.76449	1.1932	375.21	1.4477	1.9653e-05	0.030653	supercritical
23.000	9.5500	0.10848	9.2185	200.05	288.09	5.4174	0.76459	1.1939	375.40	1.4438	1.9666e-05	0.030685	supercritical
23.000	9.6000	0.10903	9.1717	199.96	288.00	5.4155	0.76469	1.1947	375.58	1.4400	1.9679e-05	0.030717	supercritical
23.000	9.6500	0.10958	9.1254	199.86	287.92	5.4137	0.76479	1.1954	375.77	1.4361	1.9692e-05	0.030749	supercritical
23.000	9.7000	0.11014	9.0795	199.76	287.83	5.4119	0.76489	1.1961	375.95	1.4323	1.9705e-05	0.030781	supercritical
23.000	9.7500	0.11069	9.0341	199.66	287.75	5.4100	0.76499	1.1968	376.14	1.4285	1.9718e-05	0.030813	supercritical
23.000	9.8000	0.11124	8.9892	199.57	287.66	5.4082	0.76508	1.1976	376.33	1.4246	1.9731e-05	0.030845	supercritical
23.000	9.8500	0.11180	8.9448	199.47	287.58	5.4064	0.76518	1.1983	376.51	1.4208	1.9744e-05	0.030877	supercritical
23.000	9.9000	0.11235	8.9009	199.37	287.49	5.4046	0.76528	1.1990	376.70	1.4170	1.9757e-05	0.030909	supercritical
23.000	9.9500	0.11290	8.8574	199.28	287.41	5.4028	0.76538	1.1997	376.89	1.4131	1.9770e-05	0.030941	supercritical
23.000	10.000	0.11345	8.8143	199.18	287.32	5.4011	0.76547	1.2004	377.08	1.4093	1.9783e-05	0.030973	supercritical
23.000	10.050	0.11400	8.7717	199.08	287.24	5.3993	0.76557	1.2011	377.27	1.4055	1.9797e-05	0.031005	supercritical
23.000	10.100	0.11455	8.7295	198.99	287.15	5.3975	0.76567	1.2019	377.46	1.4017	1.9810e-05	0.031037	supercritical
23.000	10.150	0.11511	8.6877	198.89	287.07	5.3958	0.76576	1.2026	377.65	1.3978	1.9823e-05	0.031069	supercritical
23.000	10.200	0.11566	8.6464	198.79	286.98	5.3940	0.76586	1.2033	377.84	1.3940	1.9836e-05	0.031101	supercritical
23.000	10.250	0.11621	8.6054	198.70	286.90	5.3923	0.76595	1.2040	378.03	1.3902	1.9850e-05	0.031134	supercritical
23.000	10.300	0.11676	8.5649	198.60	286.82	5.3906	0.76605	1.2047	378.23	1.3864	1.9863e-05	0.031166	supercritical
23.000	10.350	0.11731	8.5248	198.50	286.73	5.3888	0.76615	1.2054	378.42	1.3826	1.9876e-05	0.031198	supercritical
23.000	10.400	0.11785	8.4851	198.41	286.65	5.3871	0.76624	1.2061	378.61	1.3788	1.9890e-05	0.031230	supercritical
23.000	10.450	0.11840	8.4457	198.31	286.57	5.3854	0.76634	1.2068	378.81	1.3750	1.9903e-05	0.031262	supercritical
23.000	10.500	0.11895	8.4068	198.21	286.48	5.3837	0.76643	1.2075	379.00	1.3712	1.9916e-05	0.031294	supercritical
23.000	10.550	0.11950	8.3682	198.12	286.40	5.3820	0.76653	1.2082	379.20	1.3674	1.9930e-05	0.031327	supercritical
23.000	10.600	0.12005	8.3300	198.02	286.32	5.3803	0.76662	1.2089	379.39	1.3637	1.9943e-05	0.031359	supercritical
23.000	10.650	0.12060	8.2922	197.93	286.24	5.3786	0.76672	1.2096	379.59	1.3599	1.9957e-05	0.031391	supercritical
23.000	10.700	0.12114	8.2547	197.83	286.16	5.3770	0.76681	1.2103	379.79	1.3561	1.9970e-05	0.031424	supercritical
23.000	10.750	0.12169	8.2176	197.73	286.07	5.3753	0.76691	1.2110	379.98	1.3523	1.9984e-05	0.031456	supercritical
23.000	10.800	0.12224	8.1809	197.64	285.99	5.3736	0.76700	1.2117	380.18	1.3485	1.9997e-05	0.031488	supercritical
23.000	10.850	0.12278	8.1445	197.54	285.91	5.3720	0.76710	1.2124	380.38	1.3448	2.0011e-05	0.031520	supercritical
23.000	10.900	0.12333	8.1084	197.45	285.83	5.3703	0.76719	1.2131	380.58	1.3410	2.0025e-05	0.031553	supercritical
23.000	10.950	0.12387	8.0727	197.35	285.75	5.3687	0.76729	1.2137	380.78	1.3372	2.0038e-05	0.031585	supercritical
23.000	11.000	0.12442	8.0373	197.26	285.67	5.3671	0.76738	1.2144	380.98	1.3335	2.0052e-05	0.031617	supercritical
23.000	11.050	0.12496	8.0023	197.16	285.59	5.3654	0.76747	1.2151	381.18	1.3297	2.0066e-05	0.031650	supercritical
23.000	11.100	0.12551	7.9675	197.07	285.50	5.3638	0.76757	1.2158	381.38	1.3260	2.0079e-05	0.031682	supercritical
23.000	11.150	0.12605	7.9331	196.97	285.42	5.3622	0.76766	1.2165	381.58	1.3222	2.0093e-05	0.031715	supercritical
