Temperature (C)	Pressure (MPa)	Density (g/ml)	Volume (ml/g)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
23.000	19.150	0.91810	1.0892	219.73	240.58	1.0830	0.91837	2.1216	598.27	0.26520	9.6079e-05	0.10977	liquid
23.000	19.200	0.91842	1.0888	219.65	240.56	1.0827	0.91835	2.1201	598.86	0.26377	9.6164e-05	0.10984	liquid
23.000	19.250	0.91874	1.0884	219.58	240.53	1.0824	0.91833	2.1185	599.45	0.26234	9.6249e-05	0.10991	liquid
23.000	19.300	0.91906	1.0881	219.50	240.50	1.0822	0.91830	2.1170	600.03	0.26092	9.6334e-05	0.10998	liquid
23.000	19.350	0.91938	1.0877	219.43	240.47	1.0819	0.91828	2.1155	600.62	0.25951	9.6419e-05	0.11005	liquid
23.000	19.400	0.91970	1.0873	219.35	240.45	1.0816	0.91826	2.1140	601.20	0.25811	9.6503e-05	0.11012	liquid
23.000	19.450	0.92002	1.0869	219.28	240.42	1.0813	0.91824	2.1125	601.79	0.25671	9.6588e-05	0.11018	liquid
23.000	19.500	0.92034	1.0866	219.20	240.39	1.0811	0.91822	2.1110	602.37	0.25532	9.6672e-05	0.11025	liquid
23.000	19.550	0.92065	1.0862	219.13	240.36	1.0808	0.91820	2.1095	602.95	0.25394	9.6756e-05	0.11032	liquid
23.000	19.600	0.92097	1.0858	219.06	240.34	1.0805	0.91818	2.1080	603.53	0.25256	9.6841e-05	0.11039	liquid
23.000	19.650	0.92128	1.0854	218.98	240.31	1.0802	0.91816	2.1066	604.11	0.25119	9.6924e-05	0.11045	liquid
23.000	19.700	0.92160	1.0851	218.91	240.28	1.0800	0.91814	2.1051	604.68	0.24982	9.7008e-05	0.11052	liquid
23.000	19.750	0.92191	1.0847	218.84	240.26	1.0797	0.91812	2.1037	605.26	0.24847	9.7092e-05	0.11059	liquid
23.000	19.800	0.92222	1.0843	218.76	240.23	1.0794	0.91810	2.1022	605.83	0.24711	9.7176e-05	0.11066	liquid
23.000	19.850	0.92254	1.0840	218.69	240.21	1.0791	0.91808	2.1008	606.40	0.24577	9.7259e-05	0.11072	liquid
23.000	19.900	0.92285	1.0836	218.62	240.18	1.0789	0.91806	2.0993	606.98	0.24443	9.7343e-05	0.11079	liquid
23.000	19.950	0.92316	1.0832	218.54	240.16	1.0786	0.91805	2.0979	607.55	0.24310	9.7426e-05	0.11086	liquid
23.000	20.000	0.92347	1.0829	218.47	240.13	1.0783	0.91803	2.0965	608.12	0.24177	9.7509e-05	0.11092	liquid
23.000	20.050	0.92377	1.0825	218.40	240.10	1.0781	0.91801	2.0951	608.68	0.24045	9.7592e-05	0.11099	liquid
23.000	20.100	0.92408	1.0822	218.33	240.08	1.0778	0.91800	2.0937	609.25	0.23913	9.7675e-05	0.11106	liquid
23.000	20.150	0.92439	1.0818	218.26	240.05	1.0775	0.91798	2.0923	609.82	0.23783	9.7758e-05	0.11112	liquid
23.000	20.200	0.92469	1.0814	218.18	240.03	1.0773	0.91796	2.0909	610.38	0.23652	9.7841e-05	0.11119	liquid
23.000	20.250	0.92500	1.0811	218.11	240.00	1.0770	0.91795	2.0895	610.94	0.23523	9.7923e-05	0.11126	liquid
23.000	20.300	0.92530	1.0807	218.04	239.98	1.0767	0.91793	2.0882	611.50	0.23394	9.8006e-05	0.11132	liquid
23.000	20.350	0.92561	1.0804	217.97	239.96	1.0765	0.91792	2.0868	612.07	0.23265	9.8088e-05	0.11139	liquid
23.000	20.400	0.92591	1.0800	217.90	239.93	1.0762	0.91790	2.0854	612.63	0.23137	9.8170e-05	0.11145	liquid
23.000	20.450	0.92621	1.0797	217.83	239.91	1.0759	0.91789	2.0841	613.18	0.23010	9.8253e-05	0.11152	liquid
23.000	20.500	0.92651	1.0793	217.76	239.88	1.0757	0.91787	2.0827	613.74	0.22883	9.8335e-05	0.11159	liquid
23.000	20.550	0.92682	1.0790	217.69	239.86	1.0754	0.91786	2.0814	614.30	0.22757	9.8417e-05	0.11165	liquid
23.000	20.600	0.92712	1.0786	217.62	239.84	1.0752	0.91785	2.0801	614.85	0.22631	9.8499e-05	0.11172	liquid
23.000	20.650	0.92741	1.0783	217.55	239.81	1.0749	0.91783	2.0788	615.41	0.22506	9.8580e-05	0.11178	liquid
23.000	20.700	0.92771	1.0779	217.48	239.79	1.0746	0.91782	2.0774	615.96	0.22382	9.8662e-05	0.11185	liquid
23.000	20.750	0.92801	1.0776	217.41	239.77	1.0744	0.91781	2.0761	616.51	0.22258	9.8743e-05	0.11191	liquid
23.000	20.800	0.92831	1.0772	217.34	239.74	1.0741	0.91779	2.0748	617.06	0.22134	9.8825e-05	0.11198	liquid
23.000	20.850	0.92861	1.0769	217.27	239.72	1.0739	0.91778	2.0735	617.61	0.22012	9.8906e-05	0.11204	liquid
23.000	20.900	0.92890	1.0765	217.20	239.70	1.0736	0.91777	2.0722	618.16	0.21889	9.8987e-05	0.11211	liquid
23.000	20.950	0.92920	1.0762	217.13	239.68	1.0733	0.91776	2.0710	618.71	0.21767	9.9069e-05	0.11217	liquid
23.000	21.000	0.92949	1.0759	217.06	239.65	1.0731	0.91775	2.0697	619.25	0.21646	9.9150e-05	0.11224	liquid
23.000	21.050	0.92978	1.0755	216.99	239.63	1.0728	0.91773	2.0684	619.80	0.21525	9.9231e-05	0.11230	liquid
23.000	21.100	0.93008	1.0752	216.92	239.61	1.0726	0.91772	2.0671	620.34	0.21405	9.9311e-05	0.11237	liquid
23.000	21.150	0.93037	1.0748	216.85	239.59	1.0723	0.91771	2.0659	620.88	0.21286	9.9392e-05	0.11243	liquid
23.000	21.200	0.93066	1.0745	216.78	239.56	1.0721	0.91770	2.0646	621.43	0.21166	9.9473e-05	0.11249	liquid
23.000	21.250	0.93095	1.0742	216.72	239.54	1.0718	0.91769	2.0634	621.97	0.21048	9.9553e-05	0.11256	liquid
23.000	21.300	0.93124	1.0738	216.65	239.52	1.0716	0.91768	2.0621	622.51	0.20930	9.9634e-05	0.11262	liquid
23.000	21.350	0.93153	1.0735	216.58	239.50	1.0713	0.91767	2.0609	623.05	0.20812	9.9714e-05	0.11269	liquid
23.000	21.400	0.93182	1.0732	216.51	239.48	1.0710	0.91766	2.0597	623.58	0.20695	9.9794e-05	0.11275	liquid
23.000	21.450	0.93211	1.0728	216.44	239.46	1.0708	0.91765	2.0584	624.12	0.20578	9.9874e-05	0.11281	liquid
23.000	21.500	0.93240	1.0725	216.38	239.44	1.0705	0.91764	2.0572	624.66	0.20462	9.9955e-05	0.11288	liquid
23.000	21.550	0.93268	1.0722	216.31	239.41	1.0703	0.91763	2.0560	625.19	0.20346	0.00010003	0.11294	liquid
23.000	21.600	0.93297	1.0718	216.24	239.39	1.0700	0.91763	2.0548	625.72	0.20231	0.00010011	0.11300	liquid
23.000	21.650	0.93326	1.0715	216.17	239.37	1.0698	0.91762	2.0536	626.26	0.20117	0.00010019	0.11307	liquid
23.000	21.700	0.93354	1.0712	216.11	239.35	1.0695	0.91761	2.0524	626.79	0.20002	0.00010027	0.11313	liquid
23.000	21.750	0.93382	1.0709	216.04	239.33	1.0693	0.91760	2.0512	627.32	0.19889	0.00010035	0.11319	liquid
23.000	21.800	0.93411	1.0705	215.97	239.31	1.0690	0.91759	2.0500	627.85	0.19775	0.00010043	0.11326	liquid
23.000	21.850	0.93439	1.0702	215.91	239.29	1.0688	0.91759	2.0489	628.38	0.19663	0.00010051	0.11332	liquid
23.000	21.900	0.93467	1.0699	215.84	239.27	1.0685	0.91758	2.0477	628.91	0.19550	0.00010059	0.11338	liquid
23.000	21.950	0.93496	1.0696	215.77	239.25	1.0683	0.91757	2.0465	629.43	0.19438	0.00010067	0.11344	liquid
23.000	22.000	0.93524	1.0692	215.71	239.23	1.0680	0.91757	2.0454	629.96	0.19327	0.00010075	0.11351	liquid
23.000	22.050	0.93552	1.0689	215.64	239.21	1.0678	0.91756	2.0442	630.48	0.19216	0.00010083	0.11357	liquid
23.000	22.100	0.93580	1.0686	215.58	239.19	1.0675	0.91755	2.0431	631.01	0.19106	0.00010091	0.11363	liquid
23.000	22.150	0.93608	1.0683	215.51	239.17	1.0673	0.91755	2.0419	631.53	0.18996	0.00010099	0.11369	liquid
23.000	22.200	0.93636	1.0680	215.44	239.15	1.0671	0.91754	2.0408	632.05	0.18886	0.00010107	0.11376	liquid
23.000	22.250	0.93663	1.0677	215.38	239.13	1.0668	0.91753	2.0396	632.57	0.18777	0.00010114	0.11382	liquid
23.000	22.300	0.93691	1.0673	215.31	239.12	1.0666	0.91753	2.0385	633.09	0.18668	0.00010122	0.11388	liquid
23.000	22.350	0.93719	1.0670	215.25	239.10	1.0663	0.91752	2.0374	633.61	0.18560	0.00010130	0.11394	liquid
23.000	22.400	0.93746	1.0667	215.18	239.08	1.0661	0.91752	2.0363	634.13	0.18452	0.00010138	0.11401	liquid
23.000	22.450	0.93774	1.0664	215.12	239.06	1.0658	0.91751	2.0351	634.65	0.18345	0.00010146	0.11407	liquid
23.000	22.500	0.93801	1.0661	215.05	239.04	1.0656	0.91751	2.0340	635.16	0.18238	0.00010154	0.11413	liquid
23.000	22.550	0.93829	1.0658	214.99	239.02	1.0653	0.91750	2.0329	635.68	0.18131	0.00010161	0.11419	liquid
23.000	22.600	0.93856	1.0655	214.92	239.00	1.0651	0.91750	2.0318	636.19	0.18025	0.00010169	0.11425	liquid
23.000	22.650	0.93884	1.0651	214.86	238.98	1.0649	0.91750	2.0307	636.71	0.17919	0.00010177	0.11431	liquid
23.000	22.700	0.93911	1.0648	214.79	238.97	1.0646	0.91749	2.0296	637.22	0.17814	0.00010185	0.11437	liquid
23.000	22.750	0.93938	1.0645	214.73	238.95	1.0644	0.91749	2.0286	637.73	0.17709	0.00010193	0.11444	liquid
23.000	22.800	0.93965	1.0642	214.67	238.93	1.0641	0.91748	2.0275	638.24	0.17605	0.00010200	0.11450	liquid
23.000	22.850	0.93992	1.0639	214.60	238.91	1.0639	0.91748	2.0264	638.75	0.17501	0.00010208	0.11456	liquid
23.000	22.900	0.94019	1.0636	214.54	238.90	1.0637	0.91748	2.0253	639.26	0.17397	0.00010216	0.11462	liquid
23.000	22.950	0.94046	1.0633	214.48	238.88	1.0634	0.91747	2.0243	639.77	0.17294	0.00010224	0.11468	liquid
23.000	23.000	0.94073	1.0630	214.41	238.86	1.0632	0.91747	2.0232	640.28	0.17191	0.00010231	0.11474	liquid
23.000	23.050	0.94100	1.0627	214.35	238.84	1.0630	0.91747	2.0221	640.78	0.17089	0.00010239	0.11480	liquid
23.000	23.100	0.94127	1.0624	214.28	238.83	1.0627	0.91747	2.0211	641.29	0.16987	0.00010247	0.11486	liquid
23.000	23.150	0.94154	1.0621	214.22	238.81	1.0625	0.91746	2.0200	641.79	0.16885	0.00010255	0.11492	liquid
23.000	23.200	0.94180	1.0618	214.16	238.79	1.0622	0.91746	2.0190	642.30	0.16784	0.00010262	0.11498	liquid
23.000	23.250	0.94207	1.0615	214.10	238.77	1.0620	0.91746	2.0180	642.80	0.16683	0.00010270	0.11504	liquid
23.000	23.300	0.94234	1.0612	214.03	238.76	1.0618	0.91746	2.0169	643.30	0.16583	0.00010278	0.11510	liquid
23.000	23.350	0.94260	1.0609	213.97	238.74	1.0615	0.91745	2.0159	643.80	0.16483	0.00010285	0.11516	liquid
23.000	23.400	0.94287	1.0606	213.91	238.72	1.0613	0.91745	2.0149	644.30	0.16383	0.00010293	0.11522	liquid
23.000	23.450	0.94313	1.0603	213.84	238.71	1.0611	0.91745	2.0138	644.80	0.16284	0.00010301	0.11528	liquid
23.000	23.500	0.94339	1.0600	213.78	238.69	1.0608	0.91745	2.0128	645.30	0.16185	0.00010308	0.11534	liquid
23.000	23.550	0.94366	1.0597	213.72	238.68	1.0606	0.91745	2.0118	645.80	0.16087	0.00010316	0.11540	liquid
23.000	23.600	0.94392	1.0594	213.66	238.66	1.0604	0.91745	2.0108	646.30	0.15988	0.00010324	0.11546	liquid
23.000	23.650	0.94418	1.0591	213.60	238.64	1.0601	0.91745	2.0098	646.79	0.15891	0.00010331	0.11552	liquid
23.000	23.700	0.94444	1.0588	213.53	238.63	1.0599	0.91745	2.0088	647.29	0.15793	0.00010339	0.11558	liquid
23.000	23.750	0.94471	1.0585	213.47	238.61	1.0597	0.91745	2.0078	647.78	0.15696	0.00010346	0.11564	liquid
23.000	23.800	0.94497	1.0582	213.41	238.60	1.0594	0.91745	2.0068	648.27	0.15600	0.00010354	0.11570	liquid
23.000	23.850	0.94523	1.0579	213.35	238.58	1.0592	0.91745	2.0058	648.77	0.15503	0.00010362	0.11576	liquid
23.000	23.900	0.94549	1.0577	213.29	238.57	1.0590	0.91745	2.0048	649.26	0.15407	0.00010369	0.11582	liquid
23.000	23.950	0.94574	1.0574	213.23	238.55	1.0587	0.91745	2.0039	649.75	0.15312	0.00010377	0.11588	liquid
23.000	24.000	0.94600	1.0571	213.16	238.53	1.0585	0.91745	2.0029	650.24	0.15216	0.00010384	0.11594	liquid
23.000	24.050	0.94626	1.0568	213.10	238.52	1.0583	0.91745	2.0019	650.73	0.15122	0.00010392	0.11600	liquid
23.000	24.100	0.94652	1.0565	213.04	238.50	1.0580	0.91745	2.0009	651.22	0.15027	0.00010400	0.11606	liquid
23.000	24.150	0.94677	1.0562	212.98	238.49	1.0578	0.91745	2.0000	651.71	0.14933	0.00010407	0.11612	liquid
23.000	24.200	0.94703	1.0559	212.92	238.47	1.0576	0.91745	1.9990	652.20	0.14839	0.00010415	0.11617	liquid
23.000	24.250	0.94729	1.0556	212.86	238.46	1.0574	0.91745	1.9981	652.68	0.14745	0.00010422	0.11623	liquid
23.000	24.300	0.94754	1.0554	212.80	238.44	1.0571	0.91745	1.9971	653.17	0.14652	0.00010430	0.11629	liquid
23.000	24.350	0.94780	1.0551	212.74	238.43	1.0569	0.91745	1.9962	653.65	0.14560	0.00010437	0.11635	liquid
23.000	24.400	0.94805	1.0548	212.68	238.42	1.0567	0.91745	1.9952	654.14	0.14467	0.00010445	0.11641	liquid
23.000	24.450	0.94831	1.0545	212.62	238.40	1.0565	0.91746	1.9943	654.62	0.14375	0.00010452	0.11647	liquid
23.000	24.500	0.94856	1.0542	212.56	238.39	1.0562	0.91746	1.9933	655.10	0.14283	0.00010460	0.11653	liquid
23.000	24.550	0.94881	1.0539	212.50	238.37	1.0560	0.91746	1.9924	655.59	0.14192	0.00010467	0.11658	liquid
23.000	24.600	0.94906	1.0537	212.44	238.36	1.0558	0.91746	1.9915	656.07	0.14101	0.00010475	0.11664	liquid
23.000	24.650	0.94932	1.0534	212.38	238.34	1.0556	0.91746	1.9906	656.55	0.14010	0.00010482	0.11670	liquid
23.000	24.700	0.94957	1.0531	212.32	238.33	1.0553	0.91747	1.9896	657.03	0.13919	0.00010490	0.11676	liquid
23.000	24.750	0.94982	1.0528	212.26	238.32	1.0551	0.91747	1.9887	657.51	0.13829	0.00010497	0.11682	liquid
23.000	24.800	0.95007	1.0526	212.20	238.30	1.0549	0.91747	1.9878	657.98	0.13739	0.00010505	0.11687	liquid
23.000	24.850	0.95032	1.0523	212.14	238.29	1.0547	0.91747	1.9869	658.46	0.13650	0.00010512	0.11693	liquid
23.000	24.900	0.95057	1.0520	212.08	238.28	1.0544	0.91748	1.9860	658.94	0.13561	0.00010520	0.11699	liquid
23.000	24.950	0.95082	1.0517	212.02	238.26	1.0542	0.91748	1.9851	659.41	0.13472	0.00010527	0.11705	liquid
23.000	25.000	0.95107	1.0515	211.96	238.25	1.0540	0.91748	1.9842	659.89	0.13383	0.00010534	0.11710	liquid
23.000	25.050	0.95131	1.0512	211.90	238.24	1.0538	0.91749	1.9833	660.36	0.13295	0.00010542	0.11716	liquid
23.000	25.100	0.95156	1.0509	211.85	238.22	1.0535	0.91749	1.9824	660.84	0.13207	0.00010549	0.11722	liquid
23.000	25.150	0.95181	1.0506	211.79	238.21	1.0533	0.91749	1.9815	661.31	0.13119	0.00010557	0.11728	liquid
23.000	25.200	0.95206	1.0504	211.73	238.20	1.0531	0.91750	1.9806	661.78	0.13032	0.00010564	0.11733	liquid
23.000	25.250	0.95230	1.0501	211.67	238.18	1.0529	0.91750	1.9797	662.25	0.12945	0.00010572	0.11739	liquid
23.000	25.300	0.95255	1.0498	211.61	238.17	1.0527	0.91750	1.9788	662.73	0.12858	0.00010579	0.11745	liquid
23.000	25.350	0.95279	1.0495	211.55	238.16	1.0524	0.91751	1.9780	663.20	0.12772	0.00010586	0.11751	liquid
23.000	25.400	0.95304	1.0493	211.49	238.15	1.0522	0.91751	1.9771	663.67	0.12686	0.00010594	0.11756	liquid
23.000	25.450	0.95328	1.0490	211.44	238.13	1.0520	0.91751	1.9762	664.13	0.12600	0.00010601	0.11762	liquid
23.000	25.500	0.95353	1.0487	211.38	238.12	1.0518	0.91752	1.9754	664.60	0.12515	0.00010608	0.11768	liquid
23.000	25.550	0.95377	1.0485	211.32	238.11	1.0516	0.91752	1.9745	665.07	0.12429	0.00010616	0.11773	liquid
23.000	25.600	0.95401	1.0482	211.26	238.10	1.0513	0.91753	1.9736	665.54	0.12345	0.00010623	0.11779	liquid
23.000	25.650	0.95426	1.0479	211.21	238.08	1.0511	0.91753	1.9728	666.00	0.12260	0.00010630	0.11785	liquid
23.000	25.700	0.95450	1.0477	211.15	238.07	1.0509	0.91754	1.9719	666.47	0.12176	0.00010638	0.11790	liquid
23.000	25.750	0.95474	1.0474	211.09	238.06	1.0507	0.91754	1.9711	666.93	0.12092	0.00010645	0.11796	liquid
23.000	25.800	0.95498	1.0471	211.03	238.05	1.0505	0.91755	1.9702	667.40	0.12008	0.00010652	0.11802	liquid
23.000	25.850	0.95522	1.0469	210.98	238.04	1.0503	0.91755	1.9694	667.86	0.11924	0.00010660	0.11807	liquid
23.000	25.900	0.95546	1.0466	210.92	238.03	1.0500	0.91756	1.9685	668.32	0.11841	0.00010667	0.11813	liquid
23.000	25.950	0.95570	1.0464	210.86	238.01	1.0498	0.91756	1.9677	668.78	0.11758	0.00010674	0.11818	liquid
23.000	26.000	0.95594	1.0461	210.80	238.00	1.0496	0.91757	1.9669	669.25	0.11676	0.00010682	0.11824	liquid
23.000	26.050	0.95618	1.0458	210.75	237.99	1.0494	0.91757	1.9660	669.71	0.11593	0.00010689	0.11830	liquid
23.000	26.100	0.95642	1.0456	210.69	237.98	1.0492	0.91758	1.9652	670.17	0.11511	0.00010696	0.11835	liquid
23.000	26.150	0.95666	1.0453	210.63	237.97	1.0490	0.91758	1.9644	670.63	0.11430	0.00010704	0.11841	liquid
23.000	26.200	0.95689	1.0450	210.58	237.96	1.0488	0.91759	1.9636	671.08	0.11348	0.00010711	0.11846	liquid
23.000	26.250	0.95713	1.0448	210.52	237.95	1.0485	0.91760	1.9628	671.54	0.11267	0.00010718	0.11852	liquid
23.000	26.300	0.95737	1.0445	210.46	237.93	1.0483	0.91760	1.9619	672.00	0.11186	0.00010725	0.11858	liquid
23.000	26.350	0.95761	1.0443	210.41	237.92	1.0481	0.91761	1.9611	672.46	0.11105	0.00010733	0.11863	liquid
23.000	26.400	0.95784	1.0440	210.35	237.91	1.0479	0.91761	1.9603	672.91	0.11025	0.00010740	0.11869	liquid
23.000	26.450	0.95808	1.0438	210.30	237.90	1.0477	0.91762	1.9595	673.37	0.10945	0.00010747	0.11874	liquid
23.000	26.500	0.95831	1.0435	210.24	237.89	1.0475	0.91763	1.9587	673.82	0.10865	0.00010754	0.11880	liquid
23.000	26.550	0.95855	1.0432	210.18	237.88	1.0473	0.91763	1.9579	674.28	0.10785	0.00010762	0.11885	liquid
23.000	26.600	0.95878	1.0430	210.13	237.87	1.0470	0.91764	1.9571	674.73	0.10706	0.00010769	0.11891	liquid
23.000	26.650	0.95902	1.0427	210.07	237.86	1.0468	0.91765	1.9563	675.18	0.10627	0.00010776	0.11896	liquid
23.000	26.700	0.95925	1.0425	210.02	237.85	1.0466	0.91765	1.9555	675.63	0.10548	0.00010783	0.11902	liquid
23.000	26.750	0.95948	1.0422	209.96	237.84	1.0464	0.91766	1.9547	676.09	0.10469	0.00010790	0.11907	liquid
23.000	26.800	0.95972	1.0420	209.90	237.83	1.0462	0.91767	1.9539	676.54	0.10391	0.00010798	0.11913	liquid
23.000	26.850	0.95995	1.0417	209.85	237.82	1.0460	0.91767	1.9532	676.99	0.10313	0.00010805	0.11919	liquid
23.000	26.900	0.96018	1.0415	209.79	237.81	1.0458	0.91768	1.9524	677.44	0.10235	0.00010812	0.11924	liquid
23.000	26.950	0.96041	1.0412	209.74	237.80	1.0456	0.91769	1.9516	677.89	0.10158	0.00010819	0.11929	liquid
23.000	27.000	0.96064	1.0410	209.68	237.79	1.0454	0.91769	1.9508	678.33	0.10080	0.00010826	0.11935	liquid
23.000	27.050	0.96087	1.0407	209.63	237.78	1.0452	0.91770	1.9500	678.78	0.10003	0.00010834	0.11940	liquid
23.000	27.100	0.96110	1.0405	209.57	237.77	1.0450	0.91771	1.9493	679.23	0.099265	0.00010841	0.11946	liquid
23.000	27.150	0.96133	1.0402	209.52	237.76	1.0447	0.91772	1.9485	679.68	0.098500	0.00010848	0.11951	liquid
23.000	27.200	0.96156	1.0400	209.46	237.75	1.0445	0.91772	1.9477	680.12	0.097737	0.00010855	0.11957	liquid
23.000	27.250	0.96179	1.0397	209.41	237.74	1.0443	0.91773	1.9470	680.57	0.096976	0.00010862	0.11962	liquid
23.000	27.300	0.96202	1.0395	209.35	237.73	1.0441	0.91774	1.9462	681.01	0.096218	0.00010869	0.11968	liquid
23.000	27.350	0.96225	1.0392	209.30	237.72	1.0439	0.91775	1.9455	681.46	0.095463	0.00010877	0.11973	liquid
23.000	27.400	0.96248	1.0390	209.25	237.71	1.0437	0.91776	1.9447	681.90	0.094709	0.00010884	0.11979	liquid
23.000	27.450	0.96271	1.0387	209.19	237.70	1.0435	0.91776	1.9440	682.34	0.093959	0.00010891	0.11984	liquid
23.000	27.500	0.96293	1.0385	209.14	237.69	1.0433	0.91777	1.9432	682.78	0.093210	0.00010898	0.11989	liquid
23.000	27.550	0.96316	1.0382	209.08	237.69	1.0431	0.91778	1.9425	683.23	0.092464	0.00010905	0.11995	liquid
23.000	27.600	0.96339	1.0380	209.03	237.68	1.0429	0.91779	1.9417	683.67	0.091721	0.00010912	0.12000	liquid
23.000	27.650	0.96361	1.0378	208.97	237.67	1.0427	0.91780	1.9410	684.11	0.090980	0.00010919	0.12006	liquid
23.000	27.700	0.96384	1.0375	208.92	237.66	1.0425	0.91780	1.9402	684.55	0.090241	0.00010926	0.12011	liquid
23.000	27.750	0.96406	1.0373	208.87	237.65	1.0423	0.91781	1.9395	684.99	0.089504	0.00010933	0.12016	liquid
23.000	27.800	0.96429	1.0370	208.81	237.64	1.0421	0.91782	1.9388	685.43	0.088770	0.00010941	0.12022	liquid
23.000	27.850	0.96451	1.0368	208.76	237.63	1.0419	0.91783	1.9380	685.86	0.088038	0.00010948	0.12027	liquid
23.000	27.900	0.96474	1.0366	208.71	237.62	1.0417	0.91784	1.9373	686.30	0.087308	0.00010955	0.12033	liquid
23.000	27.950	0.96496	1.0363	208.65	237.62	1.0415	0.91785	1.9366	686.74	0.086581	0.00010962	0.12038	liquid
23.000	28.000	0.96518	1.0361	208.60	237.61	1.0412	0.91786	1.9359	687.18	0.085856	0.00010969	0.12043	liquid
23.000	28.050	0.96541	1.0358	208.54	237.60	1.0410	0.91787	1.9351	687.61	0.085133	0.00010976	0.12049	liquid
23.000	28.100	0.96563	1.0356	208.49	237.59	1.0408	0.91788	1.9344	688.05	0.084413	0.00010983	0.12054	liquid
23.000	28.150	0.96585	1.0354	208.44	237.58	1.0406	0.91788	1.9337	688.48	0.083694	0.00010990	0.12059	liquid
23.000	28.200	0.96608	1.0351	208.39	237.58	1.0404	0.91789	1.9330	688.92	0.082978	0.00010997	0.12065	liquid
23.000	28.250	0.96630	1.0349	208.33	237.57	1.0402	0.91790	1.9323	689.35	0.082264	0.00011004	0.12070	liquid
23.000	28.300	0.96652	1.0346	208.28	237.56	1.0400	0.91791	1.9316	689.78	0.081553	0.00011011	0.12075	liquid
23.000	28.350	0.96674	1.0344	208.23	237.55	1.0398	0.91792	1.9309	690.21	0.080843	0.00011018	0.12081	liquid
23.000	28.400	0.96696	1.0342	208.17	237.54	1.0396	0.91793	1.9302	690.65	0.080136	0.00011025	0.12086	liquid
23.000	28.450	0.96718	1.0339	208.12	237.54	1.0394	0.91794	1.9295	691.08	0.079431	0.00011032	0.12091	liquid
23.000	28.500	0.96740	1.0337	208.07	237.53	1.0392	0.91795	1.9288	691.51	0.078728	0.00011039	0.12097	liquid
23.000	28.550	0.96762	1.0335	208.02	237.52	1.0390	0.91796	1.9281	691.94	0.078027	0.00011046	0.12102	liquid
23.000	28.600	0.96784	1.0332	207.96	237.51	1.0388	0.91797	1.9274	692.37	0.077328	0.00011053	0.12107	liquid
23.000	28.650	0.96806	1.0330	207.91	237.51	1.0386	0.91798	1.9267	692.80	0.076632	0.00011060	0.12112	liquid
23.000	28.700	0.96828	1.0328	207.86	237.50	1.0384	0.91799	1.9260	693.23	0.075938	0.00011067	0.12118	liquid
23.000	28.750	0.96849	1.0325	207.81	237.49	1.0382	0.91800	1.9253	693.66	0.075245	0.00011074	0.12123	liquid
23.000	28.800	0.96871	1.0323	207.75	237.48	1.0380	0.91801	1.9246	694.08	0.074555	0.00011081	0.12128	liquid
23.000	28.850	0.96893	1.0321	207.70	237.48	1.0378	0.91802	1.9239	694.51	0.073867	0.00011088	0.12134	liquid
23.000	28.900	0.96915	1.0318	207.65	237.47	1.0376	0.91803	1.9233	694.94	0.073181	0.00011095	0.12139	liquid
23.000	28.950	0.96936	1.0316	207.60	237.46	1.0374	0.91804	1.9226	695.36	0.072497	0.00011102	0.12144	liquid
23.000	29.000	0.96958	1.0314	207.55	237.46	1.0372	0.91805	1.9219	695.79	0.071815	0.00011109	0.12149	liquid
23.000	29.050	0.96980	1.0311	207.49	237.45	1.0370	0.91806	1.9212	696.21	0.071135	0.00011116	0.12155	liquid
23.000	29.100	0.97001	1.0309	207.44	237.44	1.0369	0.91807	1.9206	696.64	0.070458	0.00011123	0.12160	liquid
23.000	29.150	0.97023	1.0307	207.39	237.44	1.0367	0.91808	1.9199	697.06	0.069782	0.00011130	0.12165	liquid
23.000	29.200	0.97044	1.0305	207.34	237.43	1.0365	0.91809	1.9192	697.48	0.069108	0.00011137	0.12170	liquid
23.000	29.250	0.97066	1.0302	207.29	237.42	1.0363	0.91810	1.9185	697.91	0.068436	0.00011144	0.12175	liquid
23.000	29.300	0.97087	1.0300	207.24	237.42	1.0361	0.91811	1.9179	698.33	0.067767	0.00011151	0.12181	liquid
23.000	29.350	0.97108	1.0298	207.19	237.41	1.0359	0.91812	1.9172	698.75	0.067099	0.00011158	0.12186	liquid
23.000	29.400	0.97130	1.0295	207.13	237.40	1.0357	0.91814	1.9166	699.17	0.066433	0.00011165	0.12191	liquid
23.000	29.450	0.97151	1.0293	207.08	237.40	1.0355	0.91815	1.9159	699.59	0.065769	0.00011171	0.12196	liquid
23.000	29.500	0.97172	1.0291	207.03	237.39	1.0353	0.91816	1.9153	700.01	0.065108	0.00011178	0.12201	liquid
23.000	29.550	0.97194	1.0289	206.98	237.38	1.0351	0.91817	1.9146	700.43	0.064448	0.00011185	0.12207	liquid
23.000	29.600	0.97215	1.0286	206.93	237.38	1.0349	0.91818	1.9139	700.85	0.063790	0.00011192	0.12212	liquid
23.000	29.650	0.97236	1.0284	206.88	237.37	1.0347	0.91819	1.9133	701.27	0.063134	0.00011199	0.12217	liquid
