Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","61.59198"
"0.01000","-0.00001","61.38572"
"0.02000","-0.00015","61.54045"
"0.03000","-0.00065","61.45229"
"0.04000","-0.00193","61.44598"
"0.05000","-0.00474","61.47737"
"0.06000","-0.00923","61.28167"
"0.07000","-0.01411","61.39735"
"0.08000","-0.01867","61.12682"
"0.09000","-0.02321","61.32415"
"0.10000","-0.02847","61.04461"
"0.11000","-0.03501","61.21565"
"0.12000","-0.04303","60.97997"
"0.13000","-0.05236","61.00477"
"0.14000","-0.06255","60.86559"
"0.15000","-0.07313","60.72990"
"0.16000","-0.08377","60.71402"
"0.17000","-0.09422","60.44050"
"0.18000","-0.10433","60.54503"
"0.19000","-0.11405","60.21156"
"0.20000","-0.12334","60.37463"
"0.21000","-0.13222","60.08061"
"0.22000","-0.14081","60.20780"
"0.23000","-0.14922","60.00561"
"0.24000","-0.15759","60.02800"
"0.25000","-0.16595","59.96438"
"0.26000","-0.17433","59.81372"
"0.27000","-0.18271","59.87540"
"0.28000","-0.19104","59.61602"
"0.29000","-0.19934","59.77490"
"0.30000","-0.20765","59.48149"
"0.31000","-0.21603","59.68869"
"0.32000","-0.22443","59.44413"
"0.33000","-0.23283","59.58963"
"0.34000","-0.24122","59.47413"
"0.35000","-0.24955","59.47561"
"0.36000","-0.25781","59.48681"
"0.37000","-0.26604","59.34735"
"0.38000","-0.27432","59.46782"
"0.39000","-0.28267","59.21544"
"0.40000","-0.29107","59.42957"
"0.41000","-0.29953","59.15102"
"0.42000","-0.30799","59.33477"
"0.43000","-0.31641","59.12543"
"0.44000","-0.32476","59.23499"
"0.45000","-0.33312","59.12735"
"0.46000","-0.34151","59.06803"
"0.47000","-0.34989","59.09609"
"0.48000","-0.35825","58.89982"
"0.49000","-0.36661","59.04678"
"0.50000","-0.37493","58.79108"
"0.51000","-0.38320","59.00331"
"0.52000","-0.39146","58.73940"
"0.53000","-0.39974","58.93367"
"0.54000","-0.40805","58.75661"
"0.55000","-0.41638","58.82557"
"0.56000","-0.42475","58.78383"
"0.57000","-0.43312","58.70592"
"0.58000","-0.44145","58.78274"
"0.59000","-0.44972","58.58317"
"0.60000","-0.45800","58.77533"
"0.61000","-0.46631","58.50758"
"0.62000","-0.47461","58.72204"
"0.63000","-0.48291","58.48895"
"0.64000","-0.49123","58.64685"
"0.65000","-0.49953","58.50102"
"0.66000","-0.50781","58.54133"
"0.67000","-0.51607","58.53365"
"0.68000","-0.52438","58.42295"
"0.69000","-0.53273","58.56183"
"0.70000","-0.54110","58.34326"
"0.71000","-0.54949","58.55449"
"0.72000","-0.55787","58.30898"
"0.73000","-0.56619","58.52822"
"0.74000","-0.57446","58.31500"
"0.75000","-0.58276","58.47026"
"0.76000","-0.59110","58.37973"
"0.77000","-0.59944","58.37475"
"0.78000","-0.60777","58.41200"
"0.79000","-0.61612","58.27936"
"0.80000","-0.62445","58.43484"
"0.81000","-0.63277","58.19593"
"0.82000","-0.64112","58.41892"
"0.83000","-0.64953","58.16565"
"0.84000","-0.65798","58.36609"
"0.85000","-0.66644","58.18283"
"0.86000","-0.67490","58.27739"
"0.87000","-0.68331","58.19999"
"0.88000","-0.69164","58.15540"
"0.89000","-0.69994","58.22998"
"0.90000","-0.70826","58.04028"
"0.91000","-0.71660","58.21476"
"0.92000","-0.72491","57.97203"
"0.93000","-0.73322","58.18724"
"0.94000","-0.74153","57.94042"
"0.95000","-0.74978","58.12726"
"0.96000","-0.75801","57.96015"
"0.97000","-0.76624","58.01822"
"0.98000","-0.77454","58.00327"
"0.99000","-0.78286","57.92595"
"1.00000","-0.79122","58.03701"
"1.01000","-0.79958","57.85035"
"1.02000","-0.80790","58.06157"
"1.03000","-0.81616","57.81160"
"1.04000","-0.82441","58.03167"
"1.05000","-0.83268","57.80238"
"1.06000","-0.84099","57.95304"
"1.07000","-0.84932","57.84085"
"1.08000","-0.85771","57.88575"
"1.09000","-0.86612","57.92806"
"1.10000","-0.87447","57.83340"
"1.11000","-0.88278","58.01080"
"1.12000","-0.89111","57.79519"
"1.13000","-0.89949","58.01104"
"1.14000","-0.90793","57.76238"
"1.15000","-0.91639","57.96714"
"1.16000","-0.92485","57.76822"
"1.17000","-0.93322","57.91090"
"1.18000","-0.94150","57.84441"
"1.19000","-0.94976","57.83371"
"1.20000","-0.95808","57.91458"
"1.21000","-0.96643","57.79093"
"1.22000","-0.97481","57.96266"
"1.23000","-0.98323","57.72636"
"1.24000","-0.99163","57.96297"
"1.25000","-0.99997","57.72840"
"1.26000","-1.00827","57.92324"
"1.27000","-1.01659","57.75547"
"1.28000","-1.02494","57.84012"
"1.29000","-1.03330","57.78627"
"1.30000","-1.04166","57.73196"
"1.31000","-1.05002","57.82912"
"1.32000","-1.05831","57.65034"
"1.33000","-1.06655","57.84567"
"1.34000","-1.07479","57.59779"
"1.35000","-1.08305","57.81887"
"1.36000","-1.09133","57.59793"
"1.37000","-1.09962","57.78351"
"1.38000","-1.10794","57.64825"
"1.39000","-1.11623","57.70787"
"1.40000","-1.12449","57.71897"
"1.41000","-1.13275","57.63197"
"1.42000","-1.14105","57.76725"
"1.43000","-1.14942","57.58182"
"1.44000","-1.15780","57.80570"
"1.45000","-1.16619","57.56230"
"1.46000","-1.17457","57.79847"
"1.47000","-1.18287","57.59860"
"1.48000","-1.19112","57.75905"
"1.49000","-1.19940","57.68866"
"1.50000","-1.20772","57.72956"
"1.51000","-1.21607","57.78899"
"1.52000","-1.22442","57.67634"
"1.53000","-1.23279","57.85033"
"1.54000","-1.24113","57.63447"
"1.55000","-1.24940","57.87189"
"1.56000","-1.25768","57.64412"
"1.57000","-1.26603","57.86712"
"1.58000","-1.27444","57.69930"
"1.59000","-1.28289","57.83315"
"1.60000","-1.29137","57.77550"
"1.61000","-1.29983","57.74602"
"1.62000","-1.30821","57.82396"
"1.63000","-1.31653","57.66011"
"1.64000","-1.32485","57.83743"
"1.65000","-1.33319","57.60199"
"1.66000","-1.34154","57.82484"
"1.67000","-1.34990","57.58698"
"1.68000","-1.35824","57.78618"
"1.69000","-1.36654","57.64634"
"1.70000","-1.37479","57.73389"
"1.71000","-1.38304","57.72928"
"1.72000","-1.39133","57.69080"
"1.73000","-1.39965","57.80944"
"1.74000","-1.40800","57.63145"
"1.75000","-1.41637","57.86260"
"1.76000","-1.42471","57.63545"
"1.77000","-1.43297","57.87070"
"1.78000","-1.44116","57.66732"
"1.79000","-1.44934","57.84631"
"1.80000","-1.45758","57.73121"
"1.81000","-1.46590","57.78718"
"1.82000","-1.47430","57.82229"
"1.83000","-1.48273","57.72390"
"1.84000","-1.49112","57.87320"
"1.85000","-1.49944","57.66881"
"1.86000","-1.50775","57.88505"
"1.87000","-1.51610","57.64489"
"1.88000","-1.52449","57.88917"
"1.89000","-1.53287","57.70723"
"1.90000","-1.54125","57.85995"
"1.91000","-1.54958","57.80872"
