Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","559.99103"
"0.01000","-0.00001","560.20972"
"0.02000","-0.00014","559.82886"
"0.03000","-0.00067","560.22961"
"0.04000","-0.00215","559.64905"
"0.05000","-0.00534","559.98059"
"0.06000","-0.01010","559.27362"
"0.07000","-0.01522","559.40942"
"0.08000","-0.02019","558.91248"
"0.09000","-0.02535","558.82751"
"0.10000","-0.03129","558.62854"
"0.11000","-0.03842","558.21735"
"0.12000","-0.04680","558.28107"
"0.13000","-0.05622","557.61261"
"0.14000","-0.06625","557.86060"
"0.15000","-0.07654","557.11475"
"0.16000","-0.08682","557.36108"
"0.17000","-0.09692","556.71674"
"0.18000","-0.10672","556.83032"
"0.19000","-0.11618","556.43756"
"0.20000","-0.12527","556.29364"
"0.21000","-0.13399","556.24805"
"0.22000","-0.14247","555.82953"
"0.23000","-0.15083","556.05823"
"0.24000","-0.15919","555.45581"
"0.25000","-0.16756","555.80615"
"0.26000","-0.17596","555.15216"
"0.27000","-0.18434","555.47491"
"0.28000","-0.19263","554.97455"
"0.29000","-0.20088","555.09106"
"0.30000","-0.20917","554.84747"
"0.31000","-0.21753","554.65472"
"0.32000","-0.22595","554.68866"
"0.33000","-0.23439","554.20630"
"0.34000","-0.24282","554.48340"
"0.35000","-0.25117","553.82611"
"0.36000","-0.25944","554.17297"
"0.37000","-0.26768","553.53717"
"0.38000","-0.27596","553.79773"
"0.39000","-0.28428","553.32501"
"0.40000","-0.29265","553.34204"
"0.41000","-0.30108","553.16418"
"0.42000","-0.30950","552.88287"
"0.43000","-0.31788","553.02551"
"0.44000","-0.32621","552.50256"
"0.45000","-0.33457","552.85138"
"0.46000","-0.34297","552.24133"
"0.47000","-0.35137","552.65009"
"0.48000","-0.35976","552.09619"
"0.49000","-0.36813","552.33820"
"0.50000","-0.37644","552.00421"
"0.51000","-0.38470","551.98438"
"0.52000","-0.39295","551.93256"
"0.53000","-0.40122","551.59631"
"0.54000","-0.40954","551.79694"
"0.55000","-0.41790","551.19849"
"0.56000","-0.42630","551.52924"
"0.57000","-0.43467","550.85938"
"0.58000","-0.44297","551.18579"
"0.59000","-0.45121","550.64935"
"0.60000","-0.45946","550.81720"
"0.61000","-0.46774","550.52618"
"0.62000","-0.47603","550.39154"
"0.63000","-0.48435","550.44220"
"0.64000","-0.49268","550.05298"
"0.65000","-0.50098","550.37427"
"0.66000","-0.50924","549.82300"
"0.67000","-0.51751","550.24213"
"0.68000","-0.52582","549.61798"
"0.69000","-0.53418","549.91315"
"0.70000","-0.54257","549.44006"
