Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","623.27570"
"0.01000","-0.00001","623.07684"
"0.02000","-0.00014","623.04260"
"0.03000","-0.00069","623.13190"
"0.04000","-0.00223","622.73535"
"0.05000","-0.00550","622.93976"
"0.06000","-0.01038","622.21741"
"0.07000","-0.01566","622.45331"
"0.08000","-0.02080","621.73004"
"0.09000","-0.02611","621.94568"
"0.10000","-0.03218","621.40240"
"0.11000","-0.03939","621.36169"
"0.12000","-0.04779","621.04700"
"0.13000","-0.05715","620.68817"
"0.14000","-0.06709","620.64716"
"0.15000","-0.07725","620.01257"
"0.16000","-0.08740","620.19202"
"0.17000","-0.09739","619.42688"
"0.18000","-0.10711","619.66809"
"0.19000","-0.11654","618.99139"
"0.20000","-0.12563","619.15875"
"0.21000","-0.13438","618.69806"
"0.22000","-0.14287","618.63324"
"0.23000","-0.15124","618.48456"
"0.24000","-0.15958","618.11359"
"0.25000","-0.16792","618.25427"
"0.26000","-0.17630","617.69067"
"0.27000","-0.18467","618.01282"
"0.28000","-0.19299","617.35596"
"0.29000","-0.20127","617.69781"
"0.30000","-0.20958","617.13971"
"0.31000","-0.21795","617.30219"
"0.32000","-0.22635","616.95685"
"0.33000","-0.23477","616.83417"
"0.34000","-0.24317","616.76813"
"0.35000","-0.25150","616.34534"
"0.36000","-0.25974","616.53876"
"0.37000","-0.26797","615.88562"
"0.38000","-0.27625","616.18524"
"0.39000","-0.28459","615.47620"
"0.40000","-0.29299","615.70190"
"0.41000","-0.30143","615.10388"
"0.42000","-0.30986","615.13721"
"0.43000","-0.31820","614.81097"
"0.44000","-0.32651","614.56927"
"0.45000","-0.33485","614.58057"
"0.46000","-0.34326","614.07660"
"0.47000","-0.35167","614.32526"
"0.48000","-0.36008","613.67035"
"0.49000","-0.36847","614.01605"
"0.50000","-0.37678","613.39771"
"0.51000","-0.38504","613.69049"
"0.52000","-0.39328","613.29889"
"0.53000","-0.40155","613.35791"
"0.54000","-0.40987","613.19220"
"0.55000","-0.41825","612.91748"
"0.56000","-0.42666","613.01031"
"0.57000","-0.43504","612.43536"
"0.58000","-0.44334","612.71222"
"0.59000","-0.45159","612.01495"
"0.60000","-0.45984","612.32349"
"0.61000","-0.46813","611.73065"
"0.62000","-0.47641","611.95709"
"0.63000","-0.48470","611.60742"
"0.64000","-0.49302","611.57343"
"0.65000","-0.50131","611.54431"
"0.66000","-0.50954","611.24316"
"0.67000","-0.51780","611.51379"
"0.68000","-0.52612","611.01270"
"0.69000","-0.53451","611.43152"
"0.70000","-0.54294","610.86517"
"0.71000","-0.55138","611.27563"
"0.72000","-0.55976","610.81781"
"0.73000","-0.56807","611.01111"
"0.74000","-0.57636","610.79535"
"0.75000","-0.58467","610.73206"
"0.76000","-0.59301","610.82373"
"0.77000","-0.60133","610.47253"
"0.78000","-0.60967","610.80164"
"0.79000","-0.61804","610.24133"
"0.80000","-0.62639","610.64252"
"0.81000","-0.63472","610.05035"
"0.82000","-0.64307","610.35773"
"0.83000","-0.65149","609.90271"
"0.84000","-0.65994","609.99945"
"0.85000","-0.66841","609.80255"
"0.86000","-0.67687","609.56146"
"0.87000","-0.68527","609.65051"
"0.88000","-0.69358","609.17310"
"0.89000","-0.70184","609.49841"
"0.90000","-0.71012","608.90332"
"0.91000","-0.71842","609.30334"
"0.92000","-0.72671","608.73645"
"0.93000","-0.73503","608.99463"
"0.94000","-0.74336","608.57098"
"0.95000","-0.75167","608.53516"
"0.96000","-0.75994","608.37592"
"0.97000","-0.76822","608.06403"
"0.98000","-0.77653","608.21014"
"0.99000","-0.78486","607.64441"
"1.00000","-0.79322","607.97070"
"1.01000","-0.80156","607.34442"
"1.02000","-0.80985","607.69263"
"1.03000","-0.81808","607.15863"
"1.04000","-0.82629","607.37738"
"1.05000","-0.83455","607.06818"
"1.06000","-0.84285","607.01312"
"1.07000","-0.85118","607.04108"
"1.08000","-0.85957","606.70654"
"1.09000","-0.86797","606.99127"
"1.10000","-0.87632","606.48047"
"1.11000","-0.88464","606.90845"
"1.12000","-0.89298","606.33655"
"1.13000","-0.90138","606.68903"
"1.14000","-0.90980","606.22253"
"1.15000","-0.91824","606.35828"
"1.16000","-0.92667","606.12927"
"1.17000","-0.93502","605.98029"
"1.18000","-0.94332","606.05103"
"1.19000","-0.95163","605.63507"
"1.20000","-0.96000","605.96765"
"1.21000","-0.96837","605.39996"
"1.22000","-0.97676","605.80566"
"1.23000","-0.98515","605.27045"
"1.24000","-0.99350","605.61981"
"1.25000","-1.00181","605.27393"
"1.26000","-1.01010","605.39331"
"1.27000","-1.01844","605.32501"
"1.28000","-1.02680","605.15082"
"1.29000","-1.03515","605.37128"
"1.30000","-1.04350","604.96289"
"1.31000","-1.05183","605.35168"
"1.32000","-1.06010","604.78308"
"1.33000","-1.06834","605.19153"
"1.34000","-1.07661","604.67267"
"1.35000","-1.08492","604.92999"
"1.36000","-1.09325","604.61151"
"1.37000","-1.10159","604.61267"
"1.38000","-1.10993","604.56549"
"1.39000","-1.11823","604.27936"
"1.40000","-1.12647","604.51526"
"1.41000","-1.13471","603.97540"
"1.42000","-1.14301","604.32092"
"1.43000","-1.15134","603.69006"
"1.44000","-1.15968","604.01044"
"1.45000","-1.16804","603.48682"
"1.46000","-1.17639","603.65656"
"1.47000","-1.18469","603.38269"
"1.48000","-1.19297","603.27930"
"1.49000","-1.20125","603.31738"
"1.50000","-1.20957","602.94641"
"1.51000","-1.21790","603.23505"
"1.52000","-1.22625","602.70502"
"1.53000","-1.23462","603.10327"
"1.54000","-1.24297","602.51233"
"1.55000","-1.25129","602.81848"
"1.56000","-1.25961","602.35059"
"1.57000","-1.26798","602.42206"
"1.58000","-1.27638","602.20538"
"1.59000","-1.28480","602.01184"
"1.60000","-1.29323","602.11609"
