Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","492.51373"
"0.01000","-0.00001","492.20923"
"0.02000","-0.00015","492.45740"
"0.03000","-0.00071","492.38254"
"0.04000","-0.00228","492.29904"
"0.05000","-0.00558","492.39572"
"0.06000","-0.01059","491.93491"
"0.07000","-0.01603","492.15283"
"0.08000","-0.02124","491.52261"
"0.09000","-0.02649","491.81738"
"0.10000","-0.03239","491.18875"
"0.11000","-0.03937","491.34616"
"0.12000","-0.04757","490.84332"
"0.13000","-0.05681","490.73560"
"0.14000","-0.06672","490.44925"
"0.15000","-0.07693","490.03970"
"0.16000","-0.08720","490.04727"
"0.17000","-0.09730","489.42154"
"0.18000","-0.10711","489.61151"
"0.19000","-0.11659","488.89883"
"0.20000","-0.12570","489.11539"
"0.21000","-0.13444","488.48007"
"0.22000","-0.14294","488.59540"
"0.23000","-0.15132","488.18307"
"0.24000","-0.15967","488.05850"
"0.25000","-0.16804","487.95718"
"0.26000","-0.17643","487.57962"
"0.27000","-0.18479","487.73557"
"0.28000","-0.19309","487.16794"
"0.29000","-0.20135","487.47543"
"0.30000","-0.20965","486.82806"
"0.31000","-0.21801","487.08524"
"0.32000","-0.22641","486.55124"
"0.33000","-0.23483","486.63593"
"0.34000","-0.24326","486.33441"
"0.35000","-0.25162","486.15952"
"0.36000","-0.25992","486.16251"
"0.37000","-0.26818","485.74988"
"0.38000","-0.27647","486.01468"
"0.39000","-0.28481","485.46426"
"0.40000","-0.29318","485.82678"
"0.41000","-0.30160","485.27478"
"0.42000","-0.31001","485.57944"
"0.43000","-0.31835","485.18015"
"0.44000","-0.32666","485.26614"
"0.45000","-0.33500","485.12250"
"0.46000","-0.34339","484.93356"
"0.47000","-0.35177","485.07211"
"0.48000","-0.36015","484.64294"
"0.49000","-0.36853","484.96780"
"0.50000","-0.37687","484.37863"
"0.51000","-0.38513","484.72125"
"0.52000","-0.39338","484.16541"
"0.53000","-0.40166","484.38135"
"0.54000","-0.40998","484.01840"
"0.55000","-0.41833","484.01270"
"0.56000","-0.42673","483.92099"
"0.57000","-0.43511","483.62949"
"0.58000","-0.44343","483.80719"
"0.59000","-0.45169","483.28583"
"0.60000","-0.45995","483.59879"
"0.61000","-0.46822","482.98489"
"0.62000","-0.47649","483.29205"
"0.63000","-0.48479","482.75751"
"0.64000","-0.49312","482.92477"
"0.65000","-0.50143","482.67184"
"0.66000","-0.50970","482.62082"
"0.67000","-0.51799","482.64240"
"0.68000","-0.52632","482.31140"
"0.69000","-0.53470","482.56845"
"0.70000","-0.54311","482.02060"
"0.71000","-0.55152","482.38303"
"0.72000","-0.55990","481.82391"
"0.73000","-0.56819","482.14450"
"0.74000","-0.57646","481.71259"
"0.75000","-0.58478","481.84494"
"0.76000","-0.59314","481.66495"
"0.77000","-0.60149","481.53622"
"0.78000","-0.60985","481.66238"
"0.79000","-0.61823","481.28989"
"0.80000","-0.62658","481.63153"
"0.81000","-0.63492","481.12839"
"0.82000","-0.64327","481.54132"
"0.83000","-0.65169","481.03427"
"0.84000","-0.66012","481.35324"
"0.85000","-0.66857","481.03690"
"0.86000","-0.67699","481.13675"
"0.87000","-0.68536","481.09918"
"0.88000","-0.69364","480.94983"
"0.89000","-0.70189","481.18765"
"0.90000","-0.71019","480.79129"
"0.91000","-0.71851","481.19977"
"0.92000","-0.72684","480.68799"
"0.93000","-0.73519","481.07303"
"0.94000","-0.74354","480.59592"
"0.95000","-0.75184","480.85117"
"0.96000","-0.76010","480.56631"
"0.97000","-0.76837","480.55972"
"0.98000","-0.77669","480.55411"
"0.99000","-0.78503","480.25946"
"1.00000","-0.79339","480.49399"
"1.01000","-0.80172","480.01556"
"1.02000","-0.80997","480.40527"
