# time (s), duty, act pres, tank pres, d4, d5, pres err
2.56, 17.02, 11.06, 66.25, 11.23, 0.00, 1.38
2.58, 16.69, 11.21, 66.30, 11.40, 0.00, 1.70
2.60, 16.50, 11.12, 66.44, 11.58, 0.00, 1.73
2.62, 16.43, 10.96, 66.58, 11.73, 0.00, 1.56
2.64, 16.32, 10.99, 66.65, 11.88, 0.00, 1.48
2.66, 16.32, 11.19, 66.66, 11.88, 0.00, 1.48
2.68, 22.19, 11.25, 66.62, 11.81, 0.00, -0.65
2.70, 22.22, 10.99, 66.54, 11.76, 0.00, -0.59
2.72, 22.43, 10.60, 66.42, 11.67, 0.00, -0.85
2.74, 22.75, 10.40, 66.29, 11.55, 0.00, -1.24
2.76, 23.00, 10.46, 66.20, 11.40, 0.00, -1.44
2.78, 23.05, 10.65, 66.18, 11.28, 0.00, -1.28
2.80, 23.06, 10.85, 66.17, 11.17, 0.00, -1.09
2.82, 23.03, 11.12, 66.10, 11.08, 0.00, -0.87
2.84, 22.92, 11.52, 65.97, 11.03, 0.00, -0.53
2.86, 22.92, 11.88, 65.81, 11.03, 0.00, -0.53
2.88, 22.63, 11.97, 65.67, 11.03, 0.00, 0.04
2.90, 22.57, 11.81, 65.53, 11.04, 0.00, 0.13
2.92, 22.65, 11.71, 65.42, 11.04, 0.00, -0.03
2.94, 22.71, 11.90, 65.36, 11.03, 0.00, -0.13
2.96, 22.62, 12.27, 65.37, 11.03, 0.00, 0.06
2.98, 22.29, 12.53, 65.36, 11.09, 0.00, 0.59
3.00, 22.14, 12.58, 65.27, 11.17, 0.00, 0.74
3.02, 22.07, 12.62, 65.10, 11.24, 0.00, 0.75
3.04, 21.92, 12.83, 65.01, 11.33, 0.00, 0.86
3.06, 21.92, 13.11, 65.08, 11.33, 0.00, 0.86
3.08, 21.59, 13.23, 65.22, 11.45, 0.00, 1.27
3.10, 21.39, 13.16, 65.28, 11.59, 0.00, 1.40
3.12, 21.29, 13.11, 65.25, 11.73, 0.00, 1.32
3.14, 21.19, 13.23, 65.18, 11.85, 0.00, 1.27
3.16, 20.99, 13.42, 65.18, 11.99, 0.00, 1.39
3.18, 20.70, 13.51, 65.22, 12.16, 0.00, 1.65
3.20, 26.68, 13.49, 65.29, 12.09, 0.00, -0.70
3.22, 26.77, 13.49, 65.33, 12.01, 0.00, -0.73
3.24, 26.81, 13.62, 65.31, 11.95, 0.00, -0.67
3.26, 26.81, 13.77, 65.20, 11.95, 0.00, -0.67
3.28, 26.74, 13.77, 64.99, 11.90, 0.00, -0.44
3.30, 26.79, 13.68, 64.75, 11.86, 0.00, -0.45
3.32, 26.88, 13.76, 64.60, 11.80, 0.00, -0.53
3.34, 26.89, 14.12, 64.59, 11.76, 0.00, -0.45
3.36, 26.72, 14.54, 64.69, 11.75, 0.00, -0.09
3.38, 26.39, 14.74, 64.83, 11.80, 0.00, 0.46
3.40, 26.30, 14.74, 64.91, 11.85, 0.00, 0.54
3.42, 26.24, 14.83, 64.85, 11.90, 0.00, 0.55
3.44, 26.07, 15.14, 64.62, 11.98, 0.00, 0.75
3.46, 26.07, 15.45, 64.32, 11.98, 0.00, 0.75
3.48, 25.70, 15.46, 64.06, 12.10, 0.00, 1.24
3.50, 25.57, 15.21, 63.88, 12.23, 0.00, 1.25
3.52, 25.59, 15.04, 63.78, 12.33, 0.00, 1.00
3.54, 25.60, 15.16, 63.74, 12.41, 0.00, 0.83
3.56, 25.44, 15.46, 63.80, 12.51, 0.00, 0.95
3.58, 25.10, 15.63, 63.88, 12.64, 0.00, 1.36
3.60, 24.91, 15.65, 63.82, 12.79, 0.00, 1.44
3.62, 24.76, 15.74, 63.62, 12.93, 0.00, 1.46
3.64, 24.49, 16.05, 63.40, 13.10, 0.00, 1.67
3.66, 24.49, 16.39, 63.32, 13.10, 0.00, 1.67
3.68, 24.01, 16.46, 63.34, 13.32, 0.00, 2.18
3.70, 23.75, 16.29, 63.32, 13.54, 0.00, 2.25
3.72, 23.63, 16.17, 63.20, 13.75, 0.00, 2.08
3.74, 29.65, 16.30, 63.09, 13.71, 0.00, -0.41
3.76, 29.62, 16.51, 63.11, 13.68, 0.00, -0.28
3.78, 29.49, 16.54, 63.21, 13.68, 0.00, -0.02
3.80, 29.54, 16.41, 63.28, 13.67, 0.00, -0.10
3.82, 29.62, 16.38, 63.25, 13.65, 0.00, -0.22
3.84, 29.59, 16.60, 63.17, 13.64, 0.00, -0.12
3.86, 29.59, 16.89, 63.13, 13.64, 0.00, -0.12
3.88, 29.34, 16.98, 63.19, 13.67, 0.00, 0.31
3.90, 29.25, 16.89, 63.31, 13.71, 0.00, 0.40
3.92, 29.27, 16.88, 63.41, 13.74, 0.00, 0.31
3.94, 29.25, 17.12, 63.36, 13.77, 0.00, 0.30
3.96, 29.07, 17.46, 63.17, 13.82, 0.00, 0.54
3.98, 28.74, 17.64, 62.94, 13.92, 0.00, 1.00
4.00, 28.59, 17.66, 62.74, 14.03, 0.00, 1.08
4.02, 28.47, 17.75, 62.62, 14.14, 0.00, 1.10
4.04, 28.25, 18.01, 62.55, 14.27, 0.00, 1.28
4.06, 28.25, 18.26, 62.53, 14.27, 0.00, 1.28
4.08, 27.89, 18.25, 62.56, 14.44, 0.00, 1.68
4.09, 27.73, 18.00, 62.56, 14.60, 0.00, 1.67
4.11, 27.70, 17.84, 62.48, 14.74, 0.00, 1.42
4.13, 27.66, 17.95, 62.37, 14.87, 0.00, 1.26
4.15, 27.47, 18.21, 62.29, 15.01, 0.00, 1.37
4.17, 27.12, 18.33, 62.29, 15.18, 0.00, 1.72
4.19, 26.94, 18.28, 62.28, 15.35, 0.00, 1.74
4.21, 26.80, 18.30, 62.17, 15.52, 0.00, 1.68
4.23, 32.71, 18.54, 61.97, 15.46, 0.00, -0.56
4.25, 32.71, 18.83, 61.81, 15.46, 0.00, -0.56
4.27, 32.51, 18.89, 61.79, 15.45, 0.00, -0.12
4.29, 32.48, 18.70, 61.89, 15.45, 0.00, -0.06
4.31, 32.60, 18.56, 61.95, 15.42, 0.00, -0.25
4.33, 32.71, 18.69, 61.82, 15.38, 0.00, -0.39
4.35, 32.67, 19.03, 61.49, 15.36, 0.00, -0.26
4.37, 32.38, 19.37, 61.08, 15.38, 0.00, 0.26
4.39, 32.18, 19.63, 60.73, 15.44, 0.00, 0.56
4.41, 31.99, 19.85, 60.54, 15.52, 0.00, 0.79
4.43, 31.78, 20.05, 60.52, 15.62, 0.00, 1.00
4.45, 31.78, 20.13, 60.62, 15.62, 0.00, 1.00
4.47, 31.57, 20.02, 60.81, 15.74, 0.00, 1.18
4.49, 31.52, 19.85, 61.04, 15.85, 0.00, 1.07
4.51, 31.52, 19.82, 61.21, 15.94, 0.00, 0.90
4.53, 31.44, 20.00, 61.20, 16.02, 0.00, 0.87
4.55, 31.25, 20.22, 60.97, 16.13, 0.00, 1.05
4.57, 30.98, 20.27, 60.61, 16.26, 0.00, 1.32
4.59, 30.87, 20.20, 60.29, 16.39, 0.00, 1.29
4.61, 30.77, 20.23, 60.11, 16.51, 0.00, 1.24
4.63, 30.55, 20.49, 60.13, 16.65, 0.00, 1.39
4.65, 30.55, 20.77, 60.32, 16.65, 0.00, 1.39
4.67, 30.16, 20.79, 60.55, 16.83, 0.00, 1.82
4.69, 29.96, 20.57, 60.71, 17.02, 0.00, 1.84
4.71, 29.91, 20.40, 60.72, 17.18, 0.00, 1.62
4.73, 29.85, 20.54, 60.63, 17.32, 0.00, 1.45
4.75, 29.62, 20.88, 60.50, 17.48, 0.00, 1.58
4.77, 35.32, 21.17, 60.36, 17.46, 0.00, -0.27
4.79, 35.23, 21.26, 60.26, 17.45, 0.00, -0.08
4.81, 35.23, 21.27, 60.18, 17.44, 0.00, -0.06
4.83, 35.22, 21.31, 60.09, 17.44, 0.00, -0.04
4.85, 35.22, 21.38, 60.01, 17.44, 0.00, -0.04
4.87, 35.16, 21.39, 59.97, 17.45, 0.00, 0.06
4.89, 35.15, 21.39, 59.96, 17.45, 0.00, 0.07
4.91, 35.15, 21.50, 59.90, 17.46, 0.00, 0.07
4.93, 35.07, 21.73, 59.77, 17.48, 0.00, 0.18
4.95, 34.92, 21.90, 59.62, 17.52, 0.00, 0.41
4.97, 34.75, 21.95, 59.47, 17.58, 0.00, 0.61
4.99, 34.68, 22.00, 59.30, 17.64, 0.00, 0.64
5.01, 34.54, 22.20, 59.14, 17.72, 0.00, 0.76
5.03, 34.31, 22.46, 59.06, 17.82, 0.00, 1.01
5.05, 34.31, 22.55, 59.11, 17.82, 0.00, 1.01
5.07, 34.08, 22.39, 59.23, 17.94, 0.00, 1.23
5.09, 34.06, 22.13, 59.31, 18.05, 0.00, 1.06
5.11, 34.10, 22.06, 59.33, 18.13, 0.00, 0.81
5.13, 34.06, 22.21, 59.30, 18.20, 0.00, 0.74
5.15, 33.90, 22.42, 59.23, 18.30, 0.00, 0.90
5.17, 33.65, 22.51, 59.12, 18.41, 0.00, 1.16
5.19, 33.51, 22.55, 58.95, 18.53, 0.00, 1.20
5.21, 33.34, 22.70, 58.81, 18.66, 0.00, 1.28
5.23, 33.07, 23.01, 58.75, 18.81, 0.00, 1.52
5.25, 33.07, 23.30, 58.75, 18.81, 0.00, 1.52
5.27, 32.64, 23.41, 58.77, 19.01, 0.00, 1.98
5.29, 32.38, 23.36, 58.73, 19.22, 0.00, 2.09
5.31, 38.34, 23.32, 58.68, 19.19, 0.00, -0.32
5.33, 38.39, 23.37, 58.65, 19.15, 0.00, -0.36
5.35, 38.39, 23.49, 58.68, 19.12, 0.00, -0.31
5.37, 38.32, 23.60, 58.73, 19.11, 0.00, -0.13
5.39, 38.28, 23.69, 58.76, 19.10, 0.00, -0.04
5.41, 38.22, 23.82, 58.74, 19.11, 0.00, 0.07
5.43, 38.12, 23.96, 58.68, 19.13, 0.00, 0.22
5.45, 38.12, 23.98, 58.63, 19.13, 0.00, 0.22
5.47, 38.05, 23.87, 58.59, 19.16, 0.00, 0.30
5.49, 38.08, 23.78, 58.51, 19.18, 0.00, 0.19
5.51, 38.12, 23.90, 58.36, 19.19, 0.00, 0.10
5.53, 38.04, 24.19, 58.19, 19.21, 0.00, 0.22
5.55, 37.84, 24.43, 58.10, 19.26, 0.00, 0.51
5.57, 37.62, 24.48, 58.12, 19.34, 0.00, 0.79
5.59, 37.54, 24.48, 58.16, 19.42, 0.00, 0.79
5.61, 37.43, 24.62, 58.14, 19.51, 0.00, 0.85
5.63, 37.21, 24.90, 58.08, 19.61, 0.00, 1.08
5.65, 37.21, 25.07, 58.08, 19.61, 0.00, 1.08
5.67, 36.91, 24.96, 58.16, 19.75, 0.00, 1.39
5.69, 36.84, 24.74, 58.27, 19.88, 0.00, 1.28
5.71, 36.84, 24.68, 58.29, 19.99, 0.00, 1.06
5.73, 36.77, 24.84, 58.16, 20.09, 0.00, 1.00
5.75, 36.57, 25.03, 58.00, 20.20, 0.00, 1.16
5.77, 36.32, 25.09, 57.89, 20.34, 0.00, 1.40
5.79, 36.17, 25.10, 57.82, 20.48, 0.00, 1.41
5.81, 36.00, 25.23, 57.73, 20.63, 0.00, 1.47
5.83, 41.89, 25.46, 57.63, 20.56, 0.00, -0.71
5.85, 41.89, 25.63, 57.56, 20.56, 0.00, -0.71
5.87, 41.79, 25.63, 57.52, 20.52, 0.00, -0.42
5.89, 41.84, 25.56, 57.46, 20.48, 0.00, -0.42
5.91, 41.92, 25.61, 57.30, 20.43, 0.00, -0.49
5.93, 41.93, 25.81, 57.09, 20.38, 0.00, -0.44
5.95, 41.86, 26.01, 56.90, 20.36, 0.00, -0.24
5.97, 41.72, 26.13, 56.79, 20.36, 0.00, 0.03
5.99, 41.66, 26.26, 56.78, 20.38, 0.00, 0.14
6.01, 41.54, 26.50, 56.85, 20.41, 0.00, 0.31
6.03, 41.33, 26.82, 56.94, 20.47, 0.00, 0.61
6.05, 41.33, 27.07, 57.05, 20.47, 0.00, 0.61
6.07, 41.02, 27.11, 57.16, 20.57, 0.00, 1.02
6.09, 40.90, 26.99, 57.20, 20.68, 0.00, 1.05
6.11, 40.86, 26.88, 57.08, 20.77, 0.00, 0.94
6.13, 40.83, 26.88, 56.80, 20.85, 0.00, 0.83
6.15, 40.75, 26.97, 56.52, 20.93, 0.00, 0.83
6.16, 40.59, 27.06, 56.37, 21.03, 0.00, 0.96
6.18, 40.44, 27.14, 56.39, 21.14, 0.00, 1.04
6.20, 40.27, 27.29, 56.47, 21.25, 0.00, 1.15
6.22, 40.03, 27.55, 56.56, 21.39, 0.00, 1.36
6.24, 40.03, 27.76, 56.67, 21.39, 0.00, 1.36
6.26, 39.69, 27.75, 56.83, 21.56, 0.00, 1.71
6.28, 39.52, 27.59, 56.95, 21.73, 0.00, 1.70
6.30, 39.45, 27.52, 56.90, 21.88, 0.00, 1.54
6.32, 39.34, 27.66, 56.66, 22.03, 0.00, 1.47
6.34, 39.10, 27.84, 56.41, 22.19, 0.00, 1.61
6.36, 44.98, 27.87, 56.33, 22.14, 0.00, -0.55
6.38, 45.05, 27.84, 56.41, 22.08, 0.00, -0.57
6.41, 45.09, 27.93, 56.53, 22.02, 0.00, -0.55
6.42, 45.06, 28.11, 56.57, 21.98, 0.00, -0.40
6.44, 45.06, 28.20, 56.51, 21.98, 0.00, -0.40
6.46, 44.99, 28.12, 56.39, 21.96, 0.00, -0.22
6.48, 45.06, 28.02, 56.29, 21.93, 0.00, -0.30
6.50, 45.15, 28.10, 56.23, 21.89, 0.00, -0.41
6.52, 45.14, 28.40, 56.21, 21.86, 0.00, -0.32
6.54, 44.99, 28.80, 56.17, 21.86, 0.00, -0.02
6.56, 44.65, 29.14, 56.09, 21.91, 0.00, 0.56
6.58, 44.43, 29.34, 55.95, 22.00, 0.00, 0.84
6.60, 44.25, 29.45, 55.78, 22.09, 0.00, 0.98
6.62, 44.10, 29.55, 55.61, 22.20, 0.00, 1.08
6.64, 44.10, 29.66, 55.43, 22.20, 0.00, 1.08
6.66, 43.89, 29.75, 55.29, 22.33, 0.00, 1.24
6.68, 43.72, 29.76, 55.25, 22.46, 0.00, 1.33
6.70, 43.58, 29.71, 55.33, 22.59, 0.00, 1.34
6.72, 43.47, 29.68, 55.47, 22.72, 0.00, 1.29
6.74, 43.36, 29.72, 55.58, 22.85, 0.00, 1.26
6.76, 43.18, 29.85, 55.63, 22.98, 0.00, 1.36
6.78, 42.96, 29.98, 55.65, 23.13, 0.00, 1.50
6.80, 42.73, 30.09, 55.64, 23.30, 0.00, 1.62
6.82, 42.52, 30.17, 55.61, 23.47, 0.00, 1.71
6.84, 42.52, 30.19, 55.59, 23.47, 0.00, 1.71
6.86, 42.31, 30.10, 55.62, 23.64, 0.00, 1.77
6.88, 48.35, 29.98, 55.63, 23.57, 0.00, -0.69
6.90, 48.49, 29.96, 55.56, 23.49, 0.00, -0.81
6.92, 48.58, 30.15, 55.47, 23.41, 0.00, -0.83
6.94, 48.55, 30.46, 55.41, 23.35, 0.00, -0.64
6.96, 48.34, 30.74, 55.40, 23.33, 0.00, -0.18
6.98, 48.22, 30.92, 55.40, 23.33, 0.00, 0.05
7.00, 48.13, 31.03, 55.37, 23.35, 0.00, 0.19
7.02, 48.06, 31.08, 55.34, 23.38, 0.00, 0.27
7.04, 48.06, 31.09, 55.37, 23.38, 0.00, 0.27
7.06, 48.02, 31.08, 55.44, 23.41, 0.00, 0.30
7.08, 47.99, 31.12, 55.53, 23.44, 0.00, 0.29
7.10, 47.94, 31.21, 55.63, 23.47, 0.00, 0.33
7.12, 47.85, 31.35, 55.74, 23.52, 0.00, 0.42
7.14, 47.73, 31.50, 55.87, 23.57, 0.00, 0.56
7.16, 47.53, 31.69, 55.95, 23.65, 0.00, 0.80
7.18, 47.32, 31.91, 55.91, 23.75, 0.00, 1.01
7.20, 47.09, 32.13, 55.75, 23.88, 0.00, 1.23
7.22, 46.84, 32.31, 55.59, 24.02, 0.00, 1.44
7.24, 46.84, 32.39, 55.51, 24.02, 0.00, 1.44
7.26, 46.60, 32.38, 55.51, 24.18, 0.00, 1.60
7.28, 46.45, 32.33, 55.51, 24.34, 0.00, 1.59
7.30, 46.31, 32.32, 55.51, 24.49, 0.00, 1.54
7.32, 46.17, 32.34, 55.56, 24.65, 0.00, 1.53
7.34, 46.01, 32.39, 55.67, 24.80, 0.00, 1.55
7.36, 45.80, 32.49, 55.77, 24.96, 0.00, 1.64
7.38, 45.55, 32.65, 55.74, 25.14, 0.00, 1.77
7.40, 51.44, 32.80, 55.54, 25.10, 0.00, -0.43
7.42, 51.41, 32.87, 55.28, 25.07, 0.00, -0.31
7.44, 51.41, 32.81, 55.10, 25.07, 0.00, -0.31
7.46, 51.46, 32.68, 55.02, 25.03, 0.00, -0.35
7.48, 51.58, 32.60, 54.98, 24.98, 0.00, -0.48
7.50, 51.67, 32.68, 54.94, 24.93, 0.00, -0.56
7.52, 51.68, 32.92, 54.92, 24.88, 0.00, -0.48
7.54, 51.58, 33.23, 54.90, 24.86, 0.00, -0.24
7.56, 51.33, 33.53, 54.88, 24.88, 0.00, 0.23
7.58, 51.14, 33.78, 54.88, 24.93, 0.00, 0.50
7.60, 50.96, 33.96, 54.94, 25.00, 0.00, 0.72
7.62, 50.80, 34.07, 55.08, 25.09, 0.00, 0.86
7.64, 50.80, 34.10, 55.26, 25.09, 0.00, 0.86
7.66, 50.67, 34.08, 55.42, 25.18, 0.00, 0.94
7.68, 50.59, 34.09, 55.50, 25.27, 0.00, 0.92
7.70, 50.49, 34.22, 55.47, 25.37, 0.00, 0.93
7.72, 50.32, 34.51, 55.38, 25.47, 0.00, 1.06
7.74, 50.04, 34.89, 55.32, 25.61, 0.00, 1.35
7.76, 49.57, 35.22, 55.32, 25.80, 0.00, 1.91
7.78, 49.23, 35.38, 55.30, 26.01, 0.00, 2.16
7.80, 48.97, 35.37, 55.21, 26.24, 0.00, 2.23
7.82, 48.78, 35.29, 55.13, 26.45, 0.00, 2.18
7.84, 48.78, 35.20, 55.15, 26.45, 0.00, 2.18
7.86, 48.64, 35.12, 55.28, 26.66, 0.00, 2.04
7.88, 48.48, 35.09, 55.42, 26.86, 0.00, 1.96
7.90, 48.31, 35.13, 55.48, 27.05, 0.00, 1.93
7.92, 48.09, 35.22, 55.51, 27.25, 0.00, 1.97
7.94, 54.00, 35.30, 55.61, 27.21, 0.00, -0.31
7.96, 53.97, 35.37, 55.72, 27.19, 0.00, -0.20
7.98, 53.93, 35.47, 55.74, 27.18, 0.00, -0.11
8.00, 53.87, 35.59, 55.62, 27.18, 0.00, 0.01
8.02, 53.81, 35.66, 55.49, 27.19, 0.00, 0.10
8.04, 53.81, 35.66, 55.52, 27.19, 0.00, 0.10
8.06, 53.79, 35.64, 55.67, 27.21, 0.00, 0.13
8.08, 53.79, 35.66, 55.74, 27.22, 0.00, 0.11
8.10, 53.77, 35.75, 55.56, 27.23, 0.00, 0.13
8.12, 53.70, 35.95, 55.18, 27.25, 0.00, 0.22
8.14, 53.56, 36.21, 54.82, 27.29, 0.00, 0.41
8.16, 53.27, 36.50, 54.64, 27.38, 0.00, 0.83
