# time (s), duty, act pres, tank pres, d4, d5, pres err
1.02, 13.45, 1.03, 47.81, -0.67, 0.00, -0.28
1.04, 13.48, 1.15, 47.93, -0.70, 0.00, -0.29
1.06, 13.38, 1.32, 48.06, -0.70, 0.00, -0.08
1.08, 16.71, 1.41, 48.11, -0.83, 0.00, -1.25
1.10, 16.82, 1.39, 48.06, -0.95, 0.00, -1.23
1.12, 16.97, 1.37, 47.96, -1.08, 0.00, -1.26
1.14, 16.97, 1.44, 47.82, -1.08, 0.00, -1.26
1.16, 17.05, 1.52, 47.65, -1.20, 0.00, -1.19
1.18, 17.12, 1.55, 47.45, -1.31, 0.00, -1.11
1.20, 17.21, 1.59, 47.26, -1.42, 0.00, -1.08
1.22, 17.30, 1.74, 47.15, -1.52, 0.00, -1.04
1.24, 17.31, 1.96, 47.10, -1.61, 0.00, -0.89
1.26, 17.22, 2.09, 47.09, -1.67, 0.00, -0.58
1.28, 17.25, 2.07, 47.04, -1.72, 0.00, -0.53
1.30, 17.33, 2.04, 46.95, -1.78, 0.00, -0.58
1.32, 17.37, 2.14, 46.88, -1.83, 0.00, -0.56
1.34, 17.37, 2.35, 46.91, -1.83, 0.00, -0.56
1.36, 17.26, 2.48, 47.01, -1.86, 0.00, -0.28
1.38, 17.21, 2.44, 47.06, -1.88, 0.00, -0.15
1.40, 17.25, 2.38, 46.98, -1.90, 0.00, -0.18
1.42, 17.31, 2.44, 46.84, -1.92, 0.00, -0.26
1.44, 17.30, 2.66, 46.70, -1.94, 0.00, -0.19
1.46, 17.11, 2.88, 46.63, -1.93, 0.00, 0.15
1.48, 17.00, 2.98, 46.56, -1.90, 0.00, 0.31
1.50, 16.93, 3.04, 46.50, -1.86, 0.00, 0.37
1.52, 16.84, 3.19, 46.49, -1.81, 0.00, 0.47
1.54, 16.84, 3.40, 46.57, -1.81, 0.00, 0.47
1.56, 16.61, 3.50, 46.70, -1.73, 0.00, 0.77
1.58, 16.47, 3.44, 46.77, -1.65, 0.00, 0.87
1.60, 16.42, 3.38, 46.71, -1.57, 0.00, 0.81
1.62, 19.81, 3.48, 46.61, -1.62, 0.00, -0.57
1.64, 19.81, 3.68, 46.53, -1.67, 0.00, -0.47
1.66, 19.69, 3.80, 46.48, -1.69, 0.00, -0.19
1.68, 19.67, 3.80, 46.46, -1.70, 0.00, -0.14
1.70, 19.70, 3.80, 46.49, -1.72, 0.00, -0.16
1.72, 19.68, 3.92, 46.62, -1.73, 0.00, -0.11
1.74, 19.68, 4.10, 46.79, -1.73, 0.00, -0.11
1.76, 19.54, 4.18, 46.91, -1.71, 0.00, 0.15
1.78, 19.47, 4.11, 46.87, -1.69, 0.00, 0.23
1.80, 19.49, 4.03, 46.67, -1.68, 0.00, 0.16
1.82, 19.52, 4.11, 46.39, -1.67, 0.00, 0.08
1.84, 19.47, 4.34, 46.17, -1.65, 0.00, 0.16
1.86, 19.24, 4.57, 46.08, -1.60, 0.00, 0.52
1.88, 19.09, 4.67, 46.12, -1.53, 0.00, 0.69
1.90, 18.99, 4.69, 46.18, -1.46, 0.00, 0.73
1.92, 18.89, 4.80, 46.22, -1.38, 0.00, 0.78
1.94, 18.89, 4.98, 46.26, -1.38, 0.00, 0.78
1.96, 18.66, 5.10, 46.33, -1.27, 0.00, 1.03
1.98, 18.49, 5.05, 46.38, -1.16, 0.00, 1.15
2.00, 18.40, 4.97, 46.39, -1.05, 0.00, 1.10
2.02, 18.34, 5.03, 46.37, -0.95, 0.00, 1.02
2.04, 18.20, 5.23, 46.34, -0.84, 0.00, 1.08
2.06, 17.92, 5.37, 46.27, -0.70, 0.00, 1.37
2.08, 17.75, 5.34, 46.12, -0.56, 0.00, 1.42
2.10, 17.66, 5.25, 45.89, -0.43, 0.00, 1.34
2.12, 17.55, 5.29, 45.67, -0.30, 0.00, 1.30
2.14, 17.55, 5.45, 45.57, -0.30, 0.00, 1.30
2.16, 20.70, 5.52, 45.63, -0.28, 0.00, 0.19
2.18, 20.64, 5.41, 45.74, -0.25, 0.00, 0.26
2.20, 20.68, 5.23, 45.74, -0.24, 0.00, 0.15
2.22, 20.77, 5.21, 45.62, -0.24, 0.00, -0.03
2.24, 20.79, 5.38, 45.50, -0.25, 0.00, -0.05
2.26, 20.63, 5.58, 45.44, -0.22, 0.00, 0.23
2.28, 20.52, 5.66, 45.41, -0.19, 0.00, 0.37
2.30, 20.47, 5.67, 45.37, -0.15, 0.00, 0.40
2.32, 20.41, 5.75, 45.37, -0.10, 0.00, 0.43
2.34, 20.41, 5.93, 45.47, -0.10, 0.00, 0.43
2.36, 20.22, 6.04, 45.66, -0.04, 0.00, 0.67
2.38, 20.09, 5.99, 45.83, 0.04, 0.00, 0.78
2.40, 20.04, 5.92, 45.95, 0.12, 0.00, 0.73
2.42, 20.01, 6.00, 45.98, 0.18, 0.00, 0.66
2.44, 19.89, 6.22, 45.93, 0.26, 0.00, 0.74
2.46, 19.63, 6.39, 45.78, 0.36, 0.00, 1.06
2.48, 19.46, 6.41, 45.57, 0.48, 0.00, 1.16
2.50, 19.37, 6.37, 45.37, 0.59, 0.00, 1.12
2.52, 19.25, 6.43, 45.25, 0.70, 0.00, 1.12
2.54, 19.25, 6.57, 45.23, 0.70, 0.00, 1.12
2.56, 19.03, 6.61, 45.31, 0.83, 0.00, 1.31
2.58, 18.88, 6.49, 45.41, 0.97, 0.00, 1.35
2.60, 18.82, 6.32, 45.44, 1.09, 0.00, 1.23
2.61, 18.79, 6.31, 45.39, 1.20, 0.00, 1.06
2.63, 18.69, 6.46, 45.34, 1.30, 0.00, 1.05
2.65, 18.44, 6.61, 45.29, 1.43, 0.00, 1.29
2.67, 21.70, 6.62, 45.23, 1.44, 0.00, 0.05
2.69, 21.72, 6.55, 45.09, 1.44, 0.00, 0.00
2.71, 21.74, 6.58, 44.92, 1.43, 0.00, -0.03
2.73, 21.74, 6.73, 44.84, 1.43, 0.00, -0.03
2.75, 21.63, 6.83, 44.92, 1.45, 0.00, 0.15
2.77, 21.56, 6.78, 45.10, 1.48, 0.00, 0.25
2.79, 21.56, 6.70, 45.26, 1.50, 0.00, 0.20
2.81, 21.59, 6.76, 45.31, 1.51, 0.00, 0.12
2.83, 21.55, 6.97, 45.21, 1.52, 0.00, 0.18
2.85, 21.33, 7.17, 45.00, 1.58, 0.00, 0.51
2.87, 21.20, 7.22, 44.74, 1.64, 0.00, 0.64
2.89, 21.14, 7.20, 44.54, 1.70, 0.00, 0.63
2.91, 21.07, 7.26, 44.48, 1.77, 0.00, 0.64
2.93, 21.07, 7.40, 44.56, 1.77, 0.00, 0.64
2.95, 20.90, 7.48, 44.67, 1.85, 0.00, 0.82
2.97, 20.77, 7.41, 44.70, 1.94, 0.00, 0.90
2.99, 20.72, 7.30, 44.61, 2.02, 0.00, 0.83
3.01, 20.71, 7.30, 44.50, 2.09, 0.00, 0.72
3.03, 20.63, 7.43, 44.46, 2.17, 0.00, 0.72
3.05, 20.44, 7.53, 44.52, 2.26, 0.00, 0.92
3.07, 20.33, 7.49, 44.56, 2.35, 0.00, 0.95
3.09, 20.29, 7.40, 44.52, 2.44, 0.00, 0.86
3.11, 20.23, 7.42, 44.43, 2.52, 0.00, 0.81
3.13, 20.23, 7.55, 44.35, 2.52, 0.00, 0.81
3.15, 20.05, 7.62, 44.30, 2.62, 0.00, 0.97
3.17, 19.92, 7.53, 44.27, 2.72, 0.00, 1.04
3.19, 19.87, 7.41, 44.21, 2.82, 0.00, 0.95
3.21, 23.25, 7.44, 44.16, 2.77, 0.00, -0.48
3.23, 23.28, 7.62, 44.17, 2.72, 0.00, -0.45
3.25, 23.17, 7.76, 44.20, 2.71, 0.00, -0.19
3.27, 23.15, 7.75, 44.14, 2.69, 0.00, -0.12
3.29, 23.20, 7.69, 43.99, 2.67, 0.00, -0.18
3.31, 23.22, 7.75, 43.87, 2.66, 0.00, -0.19
3.33, 23.22, 7.92, 43.86, 2.66, 0.00, -0.19
3.35, 23.11, 8.01, 43.94, 2.66, 0.00, 0.03
3.37, 23.05, 7.97, 44.02, 2.67, 0.00, 0.12
3.39, 23.06, 7.94, 44.06, 2.68, 0.00, 0.08
3.41, 23.07, 8.05, 44.05, 2.68, 0.00, 0.05
3.43, 23.00, 8.25, 43.97, 2.70, 0.00, 0.16
3.45, 22.82, 8.38, 43.83, 2.74, 0.00, 0.44
3.47, 22.73, 8.38, 43.69, 2.79, 0.00, 0.50
3.49, 22.70, 8.37, 43.60, 2.84, 0.00, 0.48
3.51, 22.64, 8.44, 43.59, 2.89, 0.00, 0.50
3.53, 22.64, 8.54, 43.60, 2.89, 0.00, 0.50
3.55, 22.50, 8.53, 43.57, 2.96, 0.00, 0.65
3.57, 22.44, 8.37, 43.42, 3.02, 0.00, 0.64
3.59, 22.47, 8.24, 43.20, 3.07, 0.00, 0.48
3.61, 22.50, 8.29, 43.06, 3.10, 0.00, 0.35
3.63, 22.43, 8.50, 43.08, 3.15, 0.00, 0.40
3.65, 22.21, 8.67, 43.22, 3.22, 0.00, 0.71
3.67, 22.08, 8.68, 43.34, 3.30, 0.00, 0.81
3.69, 22.03, 8.62, 43.37, 3.37, 0.00, 0.76
3.71, 25.41, 8.64, 43.35, 3.31, 0.00, -0.60
3.73, 25.41, 8.76, 43.33, 3.31, 0.00, -0.60
3.75, 25.38, 8.82, 43.28, 3.27, 0.00, -0.45
3.77, 25.39, 8.76, 43.13, 3.23, 0.00, -0.39
3.79, 25.46, 8.72, 42.91, 3.18, 0.00, -0.45
3.81, 25.53, 8.83, 42.72, 3.13, 0.00, -0.49
3.83, 25.52, 9.01, 42.67, 3.10, 0.00, -0.38
3.85, 25.41, 9.11, 42.72, 3.08, 0.00, -0.13
3.87, 25.39, 9.13, 42.76, 3.07, 0.00, -0.08
3.89, 25.39, 9.17, 42.73, 3.07, 0.00, -0.07
3.91, 25.34, 9.31, 42.68, 3.07, 0.00, 0.02
3.93, 25.34, 9.43, 42.69, 3.07, 0.00, 0.02
3.95, 25.22, 9.39, 42.69, 3.09, 0.00, 0.22
3.97, 25.22, 9.23, 42.61, 3.11, 0.00, 0.18
3.99, 25.30, 9.15, 42.45, 3.11, 0.00, 0.02
4.01, 25.34, 9.29, 42.33, 3.11, 0.00, -0.06
4.03, 25.27, 9.53, 42.35, 3.11, 0.00, 0.08
4.05, 25.07, 9.64, 42.46, 3.15, 0.00, 0.40
4.07, 25.02, 9.58, 42.54, 3.19, 0.00, 0.41
4.09, 25.02, 9.55, 42.52, 3.23, 0.00, 0.34
4.11, 24.96, 9.67, 42.46, 3.27, 0.00, 0.38
4.13, 24.96, 9.85, 42.44, 3.27, 0.00, 0.38
4.15, 24.77, 9.89, 42.43, 3.33, 0.00, 0.64
4.17, 24.68, 9.80, 42.35, 3.40, 0.00, 0.68
4.19, 24.67, 9.74, 42.22, 3.46, 0.00, 0.59
4.21, 24.64, 9.84, 42.17, 3.51, 0.00, 0.53
4.23, 24.53, 10.00, 42.28, 3.57, 0.00, 0.63
4.25, 27.77, 10.09, 42.44, 3.53, 0.00, -0.47
4.27, 27.80, 10.07, 42.49, 3.48, 0.00, -0.45
4.29, 27.86, 10.07, 42.42, 3.44, 0.00, -0.47
4.31, 27.88, 10.17, 42.36, 3.39, 0.00, -0.42
4.33, 27.88, 10.27, 42.37, 3.39, 0.00, -0.42
4.35, 27.82, 10.23, 42.35, 3.37, 0.00, -0.26
4.37, 27.87, 10.10, 42.25, 3.34, 0.00, -0.30
4.39, 27.98, 10.07, 42.09, 3.29, 0.00, -0.43
4.41, 28.04, 10.25, 41.98, 3.25, 0.00, -0.46
4.43, 27.98, 10.51, 42.02, 3.22, 0.00, -0.28
4.45, 27.80, 10.61, 42.17, 3.23, 0.00, 0.06
4.47, 27.80, 10.55, 42.29, 3.23, 0.00, 0.07
4.49, 27.83, 10.53, 42.27, 3.23, 0.00, -0.01
4.51, 27.80, 10.67, 42.11, 3.24, 0.00, 0.05
4.53, 27.80, 10.83, 41.95, 3.24, 0.00, 0.05
4.55, 27.64, 10.80, 41.89, 3.27, 0.00, 0.30
4.57, 27.63, 10.58, 41.90, 3.29, 0.00, 0.27
4.59, 27.73, 10.43, 41.92, 3.30, 0.00, 0.05
4.61, 27.82, 10.49, 41.94, 3.29, 0.00, -0.10
4.63, 27.79, 10.67, 41.99, 3.29, 0.00, -0.04
4.64, 27.65, 10.76, 42.05, 3.31, 0.00, 0.20
4.66, 27.61, 10.76, 42.06, 3.33, 0.00, 0.23
4.68, 27.59, 10.81, 41.95, 3.35, 0.00, 0.23
4.70, 27.49, 11.01, 41.76, 3.39, 0.00, 0.36
4.72, 27.49, 11.22, 41.60, 3.39, 0.00, 0.36
4.74, 27.26, 11.22, 41.53, 3.46, 0.00, 0.69
4.76, 27.18, 11.04, 41.51, 3.53, 0.00, 0.69
4.79, 30.63, 10.93, 41.49, 3.45, 0.00, -0.80
4.81, 30.78, 11.06, 41.52, 3.36, 0.00, -0.91
4.83, 30.79, 11.29, 41.62, 3.28, 0.00, -0.78
4.85, 30.69, 11.38, 41.82, 3.23, 0.00, -0.48
4.86, 30.74, 11.31, 42.01, 3.18, 0.00, -0.48
4.88, 30.83, 11.29, 42.08, 3.13, 0.00, -0.56
4.90, 30.85, 11.44, 41.98, 3.08, 0.00, -0.49
4.92, 30.85, 11.62, 41.79, 3.08, 0.00, -0.49
4.94, 30.73, 11.63, 41.68, 3.06, 0.00, -0.22
4.96, 30.75, 11.48, 41.68, 3.04, 0.00, -0.21
4.98, 30.86, 11.39, 41.70, 3.00, 0.00, -0.36
5.00, 30.95, 11.51, 41.66, 2.95, 0.00, -0.45
5.02, 30.92, 11.76, 41.51, 2.92, 0.00, -0.33
5.04, 30.75, 11.90, 41.36, 2.92, 0.00, 0.01
5.06, 30.72, 11.89, 41.28, 2.93, 0.00, 0.06
5.08, 30.73, 11.91, 41.27, 2.93, 0.00, 0.04
5.10, 30.66, 12.10, 41.27, 2.95, 0.00, 0.15
5.12, 30.66, 12.34, 41.26, 2.95, 0.00, 0.15
5.14, 30.43, 12.40, 41.27, 3.00, 0.00, 0.50
5.16, 30.35, 12.28, 41.33, 3.05, 0.00, 0.56
5.18, 30.36, 12.20, 41.38, 3.10, 0.00, 0.44
5.20, 30.36, 12.32, 41.37, 3.13, 0.00, 0.36
5.22, 30.26, 12.52, 41.26, 3.18, 0.00, 0.48
5.24, 30.06, 12.59, 41.14, 3.25, 0.00, 0.73
5.26, 29.99, 12.52, 41.07, 3.33, 0.00, 0.72
5.28, 33.40, 12.50, 41.04, 3.26, 0.00, -0.67
5.30, 33.43, 12.63, 41.01, 3.20, 0.00, -0.61
5.32, 33.43, 12.80, 40.99, 3.20, 0.00, -0.61
5.34, 33.34, 12.81, 41.02, 3.16, 0.00, -0.36
5.36, 33.37, 12.70, 41.09, 3.13, 0.00, -0.35
5.38, 33.47, 12.64, 41.11, 3.08, 0.00, -0.46
5.40, 33.55, 12.73, 40.99, 3.03, 0.00, -0.52
5.42, 33.55, 12.89, 40.75, 2.99, 0.00, -0.43
5.44, 33.47, 12.97, 40.48, 2.96, 0.00, -0.22
5.46, 33.47, 12.98, 40.33, 2.95, 0.00, -0.18
5.48, 33.48, 13.04, 40.34, 2.93, 0.00, -0.17
5.50, 33.42, 13.21, 40.46, 2.92, 0.00, -0.05
5.52, 33.42, 13.38, 40.62, 2.92, 0.00, -0.05
5.54, 33.26, 13.42, 40.76, 2.95, 0.00, 0.23
5.56, 33.22, 13.32, 40.85, 2.97, 0.00, 0.26
5.58, 33.25, 13.28, 40.85, 2.99, 0.00, 0.16
5.60, 33.26, 13.43, 40.70, 3.00, 0.00, 0.12
5.62, 33.16, 13.72, 40.44, 3.03, 0.00, 0.27
5.64, 32.87, 14.00, 40.19, 3.10, 0.00, 0.71
5.66, 32.66, 14.16, 40.06, 3.19, 0.00, 0.93
5.68, 32.50, 14.25, 40.10, 3.30, 0.00, 1.05
5.70, 32.35, 14.31, 40.22, 3.41, 0.00, 1.13
5.72, 32.35, 14.30, 40.35, 3.41, 0.00, 1.13
5.74, 32.23, 14.13, 40.43, 3.52, 0.00, 1.14
5.76, 32.21, 13.90, 40.48, 3.62, 0.00, 0.97
5.78, 32.25, 13.79, 40.49, 3.69, 0.00, 0.74
5.80, 32.25, 13.87, 40.43, 3.76, 0.00, 0.62
5.82, 32.13, 14.04, 40.29, 3.83, 0.00, 0.71
5.84, 35.34, 14.08, 40.13, 3.79, 0.00, -0.39
5.86, 35.41, 13.99, 40.03, 3.75, 0.00, -0.43
5.88, 35.51, 13.93, 40.03, 3.69, 0.00, -0.53
5.90, 35.55, 14.03, 40.07, 3.64, 0.00, -0.51
5.92, 35.55, 14.18, 40.10, 3.64, 0.00, -0.51
5.94, 35.47, 14.20, 40.11, 3.62, 0.00, -0.29
5.96, 35.48, 14.10, 40.09, 3.59, 0.00, -0.27
5.98, 35.57, 14.07, 40.02, 3.55, 0.00, -0.37
6.00, 35.63, 14.24, 39.89, 3.51, 0.00, -0.40
6.02, 35.56, 14.53, 39.70, 3.49, 0.00, -0.23
6.04, 35.34, 14.77, 39.49, 3.51, 0.00, 0.19
6.06, 35.21, 14.90, 39.36, 3.55, 0.00, 0.37
6.08, 35.10, 15.00, 39.37, 3.59, 0.00, 0.48
6.10, 34.99, 15.11, 39.49, 3.65, 0.00, 0.59
6.12, 34.99, 15.15, 39.62, 3.65, 0.00, 0.59
6.14, 34.88, 15.08, 39.64, 3.72, 0.00, 0.68
6.16, 34.85, 14.99, 39.54, 3.78, 0.00, 0.61
6.18, 34.85, 15.01, 39.39, 3.83, 0.00, 0.52
6.20, 34.78, 15.14, 39.30, 3.89, 0.00, 0.54
6.22, 34.65, 15.25, 39.29, 3.95, 0.00, 0.67
6.24, 34.52, 15.23, 39.30, 4.03, 0.00, 0.78
6.26, 34.47, 15.17, 39.30, 4.11, 0.00, 0.73
6.28, 34.41, 15.21, 39.31, 4.18, 0.00, 0.70
6.30, 34.28, 15.36, 39.34, 4.26, 0.00, 0.81
6.32, 34.28, 15.45, 39.38, 4.26, 0.00, 0.81
6.34, 34.10, 15.36, 39.37, 4.35, 0.00, 0.98
6.36, 37.48, 15.16, 39.29, 4.31, 0.00, -0.43
6.38, 37.65, 15.07, 39.22, 4.25, 0.00, -0.63
6.40, 37.77, 15.19, 39.20, 4.18, 0.00, -0.72
6.42, 37.77, 15.45, 39.20, 4.12, 0.00, -0.60
6.44, 37.67, 15.69, 39.15, 4.08, 0.00, -0.34
6.46, 37.51, 15.82, 39.06, 4.08, 0.00, -0.02
6.48, 37.46, 15.90, 39.05, 4.09, 0.00, 0.07
6.50, 37.41, 15.95, 39.15, 4.10, 0.00, 0.14
6.52, 37.41, 15.97, 39.29, 4.10, 0.00, 0.14
6.54, 37.37, 15.96, 39.39, 4.12, 0.00, 0.18
6.56, 37.36, 15.95, 39.39, 4.13, 0.00, 0.17
6.58, 37.35, 16.04, 39.31, 4.15, 0.00, 0.16
6.60, 37.28, 16.21, 39.21, 4.18, 0.00, 0.25
6.62, 37.15, 16.33, 39.16, 4.22, 0.00, 0.42
6.64, 37.02, 16.36, 39.14, 4.28, 0.00, 0.56
6.66, 36.97, 16.35, 39.09, 4.33, 0.00, 0.56
6.68, 36.90, 16.42, 38.98, 4.39, 0.00, 0.58
6.70, 36.78, 16.52, 38.90, 4.46, 0.00, 0.68
6.72, 36.78, 16.54, 38.92, 4.46, 0.00, 0.68
6.73, 36.67, 16.39, 39.02, 4.53, 0.00, 0.74
6.75, 36.69, 16.22, 39.09, 4.59, 0.00, 0.60
6.77, 36.73, 16.18, 39.10, 4.63, 0.00, 0.43
6.79, 36.71, 16.30, 39.09, 4.67, 0.00, 0.39
6.81, 36.60, 16.44, 39.10, 4.72, 0.00, 0.51
6.83, 36.45, 16.49, 39.07, 4.79, 0.00, 0.68
6.85, 36.37, 16.50, 38.93, 4.86, 0.00, 0.70
6.88, 39.71, 16.57, 38.75, 4.80, 0.00, -0.59
6.89, 39.69, 16.73, 38.63, 4.76, 0.00, -0.46
6.91, 39.69, 16.86, 38.66, 4.76, 0.00, -0.46
6.93, 39.61, 16.89, 38.82, 4.73, 0.00, -0.25
6.95, 39.62, 16.87, 38.98, 4.71, 0.00, -0.22
6.97, 39.65, 16.91, 39.04, 4.69, 0.00, -0.24
6.99, 39.65, 17.01, 39.00, 4.67, 0.00, -0.20
7.01, 39.61, 17.09, 38.95, 4.66, 0.00, -0.10
7.03, 39.57, 17.13, 38.93, 4.66, 0.00, -0.01
7.05, 39.54, 17.20, 38.91, 4.66, 0.00, 0.04
7.07, 39.47, 17.36, 38.84, 4.67, 0.00, 0.16
7.09, 39.33, 17.54, 38.76, 4.71, 0.00, 0.35
7.11, 39.33, 17.56, 38.76, 4.71, 0.00, 0.35
7.13, 39.24, 17.36, 38.86, 4.76, 0.00, 0.45
7.15, 39.31, 17.13, 38.98, 4.78, 0.00, 0.25
7.17, 39.43, 17.08, 39.00, 4.78, 0.00, 0.02
7.19, 39.46, 17.24, 38.93, 4.78, 0.00, -0.03
7.21, 39.36, 17.43, 38.85, 4.79, 0.00, 0.13
7.23, 39.20, 17.50, 38.80, 4.83, 0.00, 0.37
7.25, 39.16, 17.50, 38.74, 4.87, 0.00, 0.39
7.27, 39.10, 17.57, 38.63, 4.91, 0.00, 0.41
7.29, 38.99, 17.71, 38.52, 4.96, 0.00, 0.53
7.31, 38.99, 17.78, 38.52, 4.96, 0.00, 0.53
7.33, 38.85, 17.74, 38.63, 5.03, 0.00, 0.67
7.35, 38.81, 17.67, 38.73, 5.09, 0.00, 0.63
7.37, 38.79, 17.74, 38.76, 5.15, 0.00, 0.56
7.39, 38.69, 17.92, 38.72, 5.21, 0.00, 0.63
7.41, 41.92, 18.06, 38.67, 5.16, 0.00, -0.50
7.43, 41.89, 18.07, 38.61, 5.13, 0.00, -0.36
7.45, 41.94, 18.04, 38.52, 5.09, 0.00, -0.37
7.47, 41.97, 18.11, 38.39, 5.05, 0.00, -0.36
7.49, 41.93, 18.25, 38.35, 5.03, 0.00, -0.24
7.51, 41.93, 18.30, 38.47, 5.03, 0.00, -0.24
7.53, 41.88, 18.16, 38.67, 5.02, 0.00, -0.12
7.55, 41.98, 17.98, 38.82, 4.99, 0.00, -0.26
7.57, 42.11, 17.95, 38.78, 4.95, 0.00, -0.44
7.59, 42.18, 18.11, 38.59, 4.90, 0.00, -0.47
7.61, 42.13, 18.35, 38.38, 4.87, 0.00, -0.31
7.63, 42.01, 18.54, 38.28, 4.86, 0.00, -0.07
7.65, 41.87, 18.63, 38.28, 4.88, 0.00, 0.18
7.67, 41.81, 18.69, 38.30, 4.91, 0.00, 0.24
7.69, 41.75, 18.76, 38.30, 4.94, 0.00, 0.31
7.71, 41.75, 18.79, 38.34, 4.94, 0.00, 0.31
7.73, 41.68, 18.73, 38.44, 4.97, 0.00, 0.37
7.75, 41.68, 18.65, 38.53, 5.00, 0.00, 0.31
7.77, 41.70, 18.70, 38.52, 5.03, 0.00, 0.23
7.79, 41.65, 18.90, 38.39, 5.05, 0.00, 0.28
7.81, 41.49, 19.09, 38.25, 5.10, 0.00, 0.48
7.83, 41.31, 19.15, 38.18, 5.17, 0.00, 0.72
7.85, 41.23, 19.16, 38.17, 5.25, 0.00, 0.73
7.87, 41.13, 19.25, 38.15, 5.32, 0.00, 0.77
7.89, 40.97, 19.41, 38.13, 5.42, 0.00, 0.91
7.91, 40.97, 19.46, 38.16, 5.42, 0.00, 0.91
7.93, 44.23, 19.31, 38.26, 5.39, 0.00, -0.28
7.95, 44.35, 19.07, 38.35, 5.34, 0.00, -0.43
7.97, 44.53, 18.97, 38.35, 5.28, 0.00, -0.67
7.99, 44.66, 19.05, 38.22, 5.20, 0.00, -0.77
8.01, 44.69, 19.23, 38.04, 5.13, 0.00, -0.69
8.03, 44.66, 19.36, 37.90, 5.08, 0.00, -0.51
8.05, 44.60, 19.43, 37.85, 5.05, 0.00, -0.34
8.07, 44.60, 19.49, 37.87, 5.02, 0.00, -0.28
8.09, 44.58, 19.59, 37.90, 5.00, 0.00, -0.20
8.11, 44.58, 19.65, 37.96, 5.00, 0.00, -0.20
8.13, 44.54, 19.63, 38.06, 4.99, 0.00, -0.09
8.15, 44.56, 19.58, 38.13, 4.98, 0.00, -0.11
